ptid,polyid,acres,perim_m,lat,lon,date,outdate,parentid,parentac,name,tundra,maritime,boreal,BERING_TAI,ALEUTIAN_M,ALASKA_RAN,ARCTIC_TUN,COASTAL_RA,PACIFIC_MO,INTERMONTA,COAST_MOUN,BERING_TUN,FID_1,acres_1
17856,11628,11.227,1055,66.596177,-143.497406,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,46800,0,0,0,0,0,0,46800,0,0,11628,11.227
17859,11629,7.034,716,66.597515,-143.514478,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,26100,0,0,0,0,0,0,26100,0,0,11629,7.034
17862,11631,122.254,4774,66.597734,-143.507548,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,500400,0,0,0,0,0,0,500400,0,0,11631,122.254
17912,11633,0.231,209,66.606499,-143.539813,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,900,0,0,0,0,0,0,900,0,0,11633,0.231
17914,11635,1.156,496,66.606795,-143.536103,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,5400,0,0,0,0,0,0,5400,0,0,11635,1.156
17864,11636,686.664,10521,66.600788,-143.5528,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,2775600,0,0,0,0,0,0,2775600,0,0,11636,686.664
17873,11637,201.38,5803,66.604573,-143.586526,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,810900,0,0,0,0,0,0,810900,0,0,11637,201.38
17906,11638,51.451,2372,66.605003,-143.52457,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,210600,0,0,0,0,0,0,210600,0,0,11638,51.451
17916,11639,11.405,1090,66.600775,-143.435479,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,45900,0,0,0,0,0,0,45900,0,0,11639,11.405
17904,11641,71.775,4023,66.563289,-142.890139,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,289800,0,0,0,0,0,0,289800,0,0,11641,71.775
17781,11642,1463.394,16910,66.532381,-142.861337,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,5917500,0,0,0,0,0,0,5917500,0,0,11642,1463.394
17918,11643,79.307,3435,66.608725,-143.554117,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,317700,0,0,0,0,0,0,317700,0,0,11643,79.307
17934,11644,6.311,649,66.613219,-143.542932,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,26100,0,0,0,0,0,0,26100,0,0,11644,6.311
17932,11646,6.44,959,66.600499,-143.354868,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,26100,0,0,0,0,0,0,26100,0,0,11646,6.44
17936,11648,14.013,1060,66.602798,-143.377503,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,56700,0,0,0,0,0,0,56700,0,0,11648,14.013
17949,11649,6.094,603,66.613707,-143.493112,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,22500,0,0,0,0,0,0,22500,0,0,11649,6.094
17955,11650,2.327,356,66.605733,-143.360319,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,9000,0,0,0,0,0,0,9000,0,0,11650,2.327
17970,11651,1.251,277,66.605524,-143.334681,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,6300,0,0,0,0,0,0,6300,0,0,11651,1.251
17973,11652,3.833,458,66.607278,-143.333586,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,15300,0,0,0,0,0,0,15300,0,0,11652,3.833
17944,11653,681.345,8256,66.57068,-142.864212,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,2760300,0,0,0,0,0,0,2760300,0,0,11653,681.345
17975,11655,25.239,1911,66.606459,-143.320387,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,103500,0,0,0,0,0,0,103500,0,0,11655,25.239
17982,11657,12.135,1120,66.612484,-143.378425,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,49500,0,0,0,0,0,0,49500,0,0,11657,12.135
17990,11660,14.445,889,66.623636,-143.481464,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,59400,0,0,0,0,0,0,59400,0,0,11660,14.445
18001,11661,3.466,480,66.625159,-143.466188,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,15300,0,0,0,0,0,0,15300,0,0,11661,3.466
17996,11662,7.563,766,66.623405,-143.444092,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,29700,0,0,0,0,0,0,29700,0,0,11662,7.563
18010,11664,2.583,424,66.623055,-143.364867,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,9000,0,0,0,0,0,0,9000,0,0,11664,2.583
17763,11666,20781.926,128466,66.562067,-143.514353,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,84105000,0,0,0,0,0,0,84105000,0,0,11666,20781.926
18016,11667,1.309,272,66.623162,-143.341742,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,5400,0,0,0,0,0,0,5400,0,0,11667,1.309
18026,11669,1.113,275,66.62443,-143.329134,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,5400,0,0,0,0,0,0,5400,0,0,11669,1.113
18030,11670,1.695,316,66.623923,-143.311783,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,6300,0,0,0,0,0,0,6300,0,0,11670,1.695
18022,11671,55.421,1954,66.63297,-143.46963,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,222300,0,0,0,0,0,0,222300,0,0,11671,55.421
18004,11672,382.822,8501,66.614133,-143.273787,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,1545300,0,0,0,0,0,0,1545300,0,0,11672,382.822
18044,11674,7.07,677,66.627558,-143.275104,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,27900,0,0,0,0,0,0,27900,0,0,11674,7.07
18038,11675,36.437,2162,66.635942,-143.432026,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,147600,0,0,0,0,0,0,147600,0,0,11675,36.437
18050,11676,23.714,1421,66.6275,-143.245166,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,97200,0,0,0,0,0,0,97200,0,0,11676,23.714
18046,11677,28.415,1598,66.627758,-143.264795,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,116100,0,0,0,0,0,0,116100,0,0,11677,28.415
18063,11679,31.688,1592,66.629361,-143.206476,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,126900,0,0,0,0,0,0,126900,0,0,11679,31.688
18075,11687,9.122,900,66.612987,-142.864448,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,35100,0,0,0,0,0,0,35100,0,0,11687,9.122
18110,11700,180.548,3410,66.636041,-142.909663,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,730800,0,0,0,0,0,0,730800,0,0,11700,180.548
18122,11707,241.957,3842,66.643379,-142.932789,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,972900,0,0,0,0,0,0,972900,0,0,11707,241.957
17772,11713,124270.961,289945,66.555265,-143.269579,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,502918200,0,0,0,0,0,0,502918200,0,0,11713,124270.961
18130,11714,635.079,7755,66.64911,-142.980322,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,2590200,0,0,0,0,0,0,2590200,0,0,11714,635.079
18041,11715,14301.748,42715,66.604574,-142.94463,7/11/1946,9/27/1946,661,170651.4,Little Black,0,0,57880800,0,0,0,0,0,0,57880800,0,0,11715,14301.748
15463,11223,25.382,1847,65.859158,-143.86154,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,103500,0,0,0,0,0,0,103500,0,0,11223,25.382
15489,11225,18.815,1195,65.863832,-143.867618,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,76500,0,0,0,0,0,0,76500,0,0,11225,18.815
15521,11229,32.889,2428,65.86785,-143.8633,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,135900,0,0,0,0,0,0,135900,0,0,11229,32.889
15507,11230,694.564,7135,65.864936,-143.842971,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,2806200,0,0,0,0,0,0,2806200,0,0,11230,694.564
15593,11237,1474.194,14106,65.879213,-143.813761,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,5980500,0,0,0,0,0,0,5980500,0,0,11237,1474.194
15659,11238,1.503,394,65.896241,-143.794639,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,6300,0,0,0,0,0,0,6300,0,0,11238,1.503
15671,11239,23.061,1484,65.900184,-143.801077,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,90000,0,0,0,0,0,0,90000,0,0,11239,23.061
15679,11241,1078.14,9945,65.907597,-143.897211,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,4364100,0,0,0,0,0,0,4364100,0,0,11241,1078.14
15917,11251,7.344,794,65.976888,-143.694374,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,30600,0,0,0,0,0,0,30600,0,0,11251,7.344
15926,11252,38.163,1952,65.975438,-143.604299,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,152100,0,0,0,0,0,0,152100,0,0,11252,38.163
15907,11253,332.316,9656,65.971583,-143.65459,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1346400,0,0,0,0,0,0,1346400,0,0,11253,332.316
15936,11256,70.06,2351,65.98736,-143.720612,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,281700,0,0,0,0,0,0,281700,0,0,11256,70.06
15945,11258,14.242,980,65.970203,-143.41572,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,56700,0,0,0,0,0,0,56700,0,0,11258,14.242
15901,11259,1531.406,16465,65.968452,-143.639047,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,6196500,0,0,0,0,0,0,6196500,0,0,11259,1531.406
15939,11261,860.476,12382,65.984474,-143.657182,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3483900,0,0,0,0,0,0,3483900,0,0,11261,860.476
15741,11262,13142.449,82065,65.936776,-143.949471,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,53189100,0,0,0,0,0,0,53189100,0,0,11262,13142.449
15948,11263,2377.741,14252,66.013991,-144.092458,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,9615600,0,0,0,0,0,0,9615600,0,0,11263,2377.741
15972,11264,1508.733,18289,65.977413,-143.388681,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,6123600,0,0,0,0,0,0,6123600,0,0,11264,1508.733
15982,11265,2603.278,16113,66.005225,-143.72358,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,10535400,0,0,0,0,0,0,10535400,0,0,11265,2603.278
16005,11267,26.076,1892,66.046001,-144.021705,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,104400,0,0,0,0,0,0,104400,0,0,11267,26.076
16085,11277,3.462,563,66.03871,-143.038505,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,13500,0,0,0,0,0,0,13500,0,0,11277,3.462
16094,11278,17.116,1205,66.041838,-143.047359,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,70200,0,0,0,0,0,0,70200,0,0,11278,17.116
16036,11279,756.738,14466,66.081904,-144.034265,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3063600,0,0,0,0,0,0,3063600,0,0,11279,756.738
16016,11284,35552.29,98754,66.05474,-143.832769,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,143876700,0,0,0,0,0,0,143876700,0,0,11284,35552.29
16266,11318,2116.715,19606,66.102826,-142.993944,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,8561700,0,0,0,0,0,0,8561700,0,0,11318,2116.715
16197,11320,1931.837,27342,66.085439,-143.05731,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,7826400,0,0,0,0,0,0,7826400,0,0,11320,1931.837
16305,11326,4362.136,19633,66.127792,-143.145026,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,17664300,0,0,0,0,0,0,17664300,0,0,11326,4362.136
16245,11327,18255.869,57756,66.118395,-143.305594,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,73880100,0,0,0,0,0,0,73880100,0,0,11327,18255.869
16374,11331,10.427,941,66.194556,-143.696489,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,41400,0,0,0,0,0,0,41400,0,0,11331,10.427
16385,11339,2.89,631,66.151364,-143.004424,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,10800,0,0,0,0,0,0,10800,0,0,11339,2.89
16395,11340,148.611,4043,66.19798,-143.695546,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,597600,0,0,0,0,0,0,597600,0,0,11340,148.611
16343,11342,4112.765,19855,66.161592,-143.305976,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,16648200,0,0,0,0,0,0,16648200,0,0,11342,4112.765
16423,11347,26.381,1374,66.214102,-143.656475,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,103500,0,0,0,0,0,0,103500,0,0,11347,26.381
16217,11348,50499.656,102524,66.119858,-143.491397,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,204365700,0,0,0,0,0,0,204365700,0,0,11348,50499.656
16428,11352,844.763,7320,66.209276,-143.575455,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3417300,0,0,0,0,0,0,3417300,0,0,11352,844.763
16464,11353,10.221,1224,66.192595,-143.066124,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,39600,0,0,0,0,0,0,39600,0,0,11353,10.221
16453,11355,164.62,3978,66.22562,-143.609114,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,663300,0,0,0,0,0,0,663300,0,0,11355,164.62
16404,11357,17343.134,51272,66.167479,-143.137108,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,70170300,0,0,0,0,0,0,70170300,0,0,11357,17343.134
16460,11358,88.702,2611,66.22587,-143.589598,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,363600,0,0,0,0,0,0,363600,0,0,11358,88.702
16015,11360,80712.559,248256,66.018192,-143.311052,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,326630700,0,0,0,0,0,0,326630700,0,0,11360,80712.559
16489,11362,2.878,587,66.232455,-143.590153,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,12600,0,0,0,0,0,0,12600,0,0,11362,2.878
16505,11367,6.392,709,66.234465,-143.587456,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,28800,0,0,0,0,0,0,28800,0,0,11367,6.392
16497,11369,44.848,3023,66.24065,-143.699912,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,181800,0,0,0,0,0,0,181800,0,0,11369,44.848
16458,11371,3967.224,35079,66.194977,-143.129146,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,16078500,0,0,0,0,0,0,16078500,0,0,11371,3967.224
16527,11372,908.148,13207,66.242212,-143.648141,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3677400,0,0,0,0,0,0,3677400,0,0,11372,908.148
16534,11373,417.174,8625,66.241326,-143.605677,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1674900,0,0,0,0,0,0,1674900,0,0,11373,417.174
16544,11375,509.494,7033,66.249239,-143.6885,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,2070900,0,0,0,0,0,0,2070900,0,0,11375,509.494
16514,11380,2578.973,28678,66.194428,-142.95602,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,10432800,0,0,0,0,0,0,10432800,0,0,11380,2578.973
16635,11384,33.057,2578,66.22913,-142.889533,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,133200,0,0,0,0,0,0,133200,0,0,11384,33.057
16632,11385,29.908,1800,66.227278,-142.86562,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,119700,0,0,0,0,0,0,119700,0,0,11385,29.908
16642,11386,7.945,959,66.228804,-142.873923,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,33300,0,0,0,0,0,0,33300,0,0,11386,7.945
16648,11387,1.388,423,66.228948,-142.868693,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3600,0,0,0,0,0,0,3600,0,0,11387,1.388
16645,11388,5.273,739,66.229939,-142.886625,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,20700,0,0,0,0,0,0,20700,0,0,11388,5.273
16613,11391,1366.067,13025,66.268597,-143.653111,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,5535000,0,0,0,0,0,0,5535000,0,0,11391,1366.067
16620,11394,686.376,14580,66.226138,-142.9181,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,2770200,0,0,0,0,0,0,2770200,0,0,11394,686.376
16670,11396,92.863,4896,66.258,-143.160411,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,378000,0,0,0,0,0,0,378000,0,0,11396,92.863
16573,11397,11149.276,80117,66.213212,-143.009582,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,45124200,0,0,0,0,0,0,45124200,0,0,11397,11149.276
16595,11399,6772.89,33493,66.269262,-143.751433,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,27405000,0,0,0,0,0,0,27405000,0,0,11399,6772.89
16695,11401,19.618,2820,66.270373,-143.188727,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,79200,0,0,0,0,0,0,79200,0,0,11401,19.618
16699,11403,374.178,6739,66.303179,-143.655758,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1511100,0,0,0,0,0,0,1511100,0,0,11403,374.178
16706,11404,110.275,4423,66.274005,-143.199596,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,446400,0,0,0,0,0,0,446400,0,0,11404,110.275
16547,11407,38806.251,93683,66.23127,-143.355544,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,157026600,0,0,0,0,0,0,157026600,0,0,11407,38806.251
16755,11408,282.94,5395,66.29096,-143.238086,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1140300,0,0,0,0,0,0,1140300,0,0,11408,282.94
16681,11409,8972.037,32029,66.267076,-143.255786,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,36309600,0,0,0,0,0,0,36309600,0,0,11409,8972.037
16763,11414,314.137,6990,66.330074,-143.807704,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1267200,0,0,0,0,0,0,1267200,0,0,11414,314.137
16723,11415,3188.038,28830,66.300833,-143.52487,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,12904200,0,0,0,0,0,0,12904200,0,0,11415,3188.038
16782,11416,9.148,1355,66.334813,-143.773849,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,38700,0,0,0,0,0,0,38700,0,0,11416,9.148
16758,11417,1417.099,16560,66.312702,-143.56229,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,5740200,0,0,0,0,0,0,5740200,0,0,11417,1417.099
16793,11419,6.76,1103,66.302839,-143.243588,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,29700,0,0,0,0,0,0,29700,0,0,11419,6.76
16764,11420,521.841,10808,66.291831,-143.208547,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,2115000,0,0,0,0,0,0,2115000,0,0,11420,521.841
16654,11421,11221.403,54762,66.274478,-143.507164,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,45409500,0,0,0,0,0,0,45409500,0,0,11421,11221.403
16787,11423,59.627,3171,66.311038,-143.383356,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,242100,0,0,0,0,0,0,242100,0,0,11423,59.627
16824,11425,1.834,478,66.30994,-143.264128,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,6300,0,0,0,0,0,0,6300,0,0,11425,1.834
16817,11426,33.471,1734,66.315813,-143.365674,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,135900,0,0,0,0,0,0,135900,0,0,11426,33.471
16826,11427,0.139,150,66.310706,-143.265755,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,900,0,0,0,0,0,0,900,0,0,11427,0.139
16829,11429,1.12,447,66.311313,-143.267651,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,4500,0,0,0,0,0,0,4500,0,0,11429,1.12
16689,11431,8077.703,52253,66.30579,-143.774149,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,32697000,0,0,0,0,0,0,32697000,0,0,11431,8077.703
16810,11432,473.462,7671,66.31302,-143.338112,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1911600,0,0,0,0,0,0,1911600,0,0,11432,473.462
16790,11435,1948.763,15967,66.3067,-143.306138,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,7892100,0,0,0,0,0,0,7892100,0,0,11435,1948.763
16853,11437,16.653,1077,66.317821,-143.283413,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,66600,0,0,0,0,0,0,66600,0,0,11437,16.653
16856,11438,30.085,2530,66.318253,-143.289215,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,124200,0,0,0,0,0,0,124200,0,0,11438,30.085
16798,11439,560.672,7368,66.30205,-143.218686,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,2261700,0,0,0,0,0,0,2261700,0,0,11439,560.672
16843,11441,367.065,5562,66.309708,-143.203501,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,1486800,0,0,0,0,0,0,1486800,0,0,11441,367.065
16886,11446,939.142,11061,66.320261,-143.206893,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,3796200,0,0,0,0,0,0,3796200,0,0,11446,939.142
16893,11447,31.136,2050,66.32586,-143.24576,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,125100,0,0,0,0,0,0,125100,0,0,11447,31.136
16911,11448,3.731,551,66.331558,-143.242506,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,15300,0,0,0,0,0,0,15300,0,0,11448,3.731
16905,11449,62.338,2012,66.33021,-143.235093,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,252000,0,0,0,0,0,0,252000,0,0,11449,62.338
16903,11450,146.688,4694,66.328672,-143.215465,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,594000,0,0,0,0,0,0,594000,0,0,11450,146.688
16914,11453,52.001,3170,66.33058,-143.22463,6/20/2009,9/28/2009,252,349451.3,Little Black One,0,0,212400,0,0,0,0,0,0,212400,0,0,11453,52.001
16033,11270,19.391,1714,66.0108,-142.955708,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,80100,0,0,0,0,0,0,80100,0,0,11270,19.391
16041,11272,362.148,12048,66.008435,-142.896754,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1471500,0,0,0,0,0,0,1471500,0,0,11272,362.148
16063,11275,304.693,4356,65.92042,-141.57293,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1233900,0,0,0,0,0,0,1233900,0,0,11275,304.693
16065,11276,431.583,10526,66.015244,-142.851468,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1746000,0,0,0,0,0,0,1746000,0,0,11276,431.583
16070,11280,6063.473,23667,65.930368,-141.671259,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,24550200,0,0,0,0,0,0,24550200,0,0,11280,6063.473
16130,11282,7.973,815,65.96527,-141.817438,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,31500,0,0,0,0,0,0,31500,0,0,11282,7.973
16129,11287,1200.984,14664,65.963086,-141.789128,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,4855500,0,0,0,0,0,0,4855500,0,0,11287,1200.984
16159,11288,371.171,6281,66.016904,-142.356101,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1503900,0,0,0,0,0,0,1503900,0,0,11288,371.171
16194,11296,264.883,7399,66.081978,-143.029761,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1069200,0,0,0,0,0,0,1069200,0,0,11296,264.883
16233,11300,5.325,636,66.059169,-142.517933,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,21600,0,0,0,0,0,0,21600,0,0,11300,5.325
16211,11301,218.617,5768,66.078246,-142.912149,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,883800,0,0,0,0,0,0,883800,0,0,11301,218.617
16253,11303,1087.051,13379,66.063445,-142.497233,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,4396500,0,0,0,0,0,0,4396500,0,0,11303,1087.051
16291,11304,45.167,1983,66.071713,-142.431489,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,186300,0,0,0,0,0,0,186300,0,0,11304,45.167
16250,11305,1814.953,18072,66.086448,-142.826374,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,7338600,0,0,0,0,0,0,7338600,0,0,11305,1814.953
16261,11306,892.279,11232,66.092275,-142.854462,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,3620700,0,0,0,0,0,0,3620700,0,0,11306,892.279
16257,11307,1545.707,21784,66.061728,-142.43578,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,6255000,0,0,0,0,0,0,6255000,0,0,11307,1545.707
16304,11310,237.828,4249,66.077262,-142.420283,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,962100,0,0,0,0,0,0,962100,0,0,11310,237.828
16312,11311,28.56,1694,66.08171,-142.432662,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,115200,0,0,0,0,0,0,115200,0,0,11311,28.56
16315,11312,14.931,1846,66.081281,-142.414154,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,61200,0,0,0,0,0,0,61200,0,0,11312,14.931
16300,11313,187.073,5370,66.070718,-142.342779,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,758700,0,0,0,0,0,0,758700,0,0,11313,187.073
16318,11314,24.509,1843,66.075526,-142.333416,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,99000,0,0,0,0,0,0,99000,0,0,11314,24.509
16321,11315,0.517,327,66.077407,-142.326015,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,1800,0,0,0,0,0,0,1800,0,0,11315,0.517
16324,11316,3.934,726,66.078931,-142.324907,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,18000,0,0,0,0,0,0,18000,0,0,11316,3.934
16331,11317,2.214,497,66.081319,-142.327143,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,9000,0,0,0,0,0,0,9000,0,0,11317,2.214
16268,11318,2116.715,19606,66.102826,-142.993944,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,8561700,0,0,0,0,0,0,8561700,0,0,11318,2116.715
16198,11320,1931.837,27342,66.085439,-143.05731,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,7826400,0,0,0,0,0,0,7826400,0,0,11320,1931.837
16339,11322,7.998,851,66.084857,-142.296926,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,32400,0,0,0,0,0,0,32400,0,0,11322,7.998
16340,11324,119.275,4393,66.087322,-142.306004,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,481500,0,0,0,0,0,0,481500,0,0,11324,119.275
16369,11328,7.819,712,66.022403,-141.322273,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,32400,0,0,0,0,0,0,32400,0,0,11328,7.819
16185,11329,15742.604,61740,66.036448,-142.440261,5/24/1950,9/23/1950,1757,1366729.1,Little Black River,0,0,63711900,0,0,0,0,0,0,63711900,0,0,11329,15742.604
