ptid,polyid,acres,perim_m,lat,lon,date,outdate,parentid,parentac,name,tundra,maritime,boreal,BERING_TAI,ALEUTIAN_M,ALASKA_RAN,ARCTIC_TUN,COASTAL_RA,PACIFIC_MO,INTERMONTA,COAST_MOUN,BERING_TUN,FID_1,acres_1
15924,9386,2444.408,15394,66.249201,-149.636386,7/12/1946,9/27/1946,479,2444.4,Dahl River,0,0,9906300,0,0,0,0,0,0,9906300,0,0,9386,2444.408
14616,8679,5.412,603,66.024436,-150.630701,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,23400,0,0,0,0,0,0,23400,0,0,8679,5.412
14717,8748,231.1,4229,66.031388,-150.511217,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,930600,0,0,0,0,0,0,930600,0,0,8748,231.1
14743,8764,84.011,3297,66.034898,-150.580487,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,342900,0,0,0,0,0,0,342900,0,0,8764,84.011
14738,8765,515.115,10895,66.03177,-150.443197,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2084400,0,0,0,0,0,0,2084400,0,0,8765,515.115
14781,8946,3083.24,28817,66.038238,-150.542793,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,12464100,0,0,0,0,0,0,12464100,0,0,8946,3083.24
15196,8953,2.44,436,66.079424,-150.470838,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9000,0,0,0,0,0,0,9000,0,0,8953,2.44
15210,8978,182.93,4033,66.07255,-149.997157,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,738900,0,0,0,0,0,0,738900,0,0,8978,182.93
15242,9030,951.415,18207,66.09063,-150.437637,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3854700,0,0,0,0,0,0,3854700,0,0,9030,951.415
15348,9033,7.052,1037,66.109202,-150.466282,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,27900,0,0,0,0,0,0,27900,0,0,9033,7.052
15651,9208,1.965,349,66.175282,-150.333116,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9000,0,0,0,0,0,0,9000,0,0,9208,1.965
15794,9284,20.11,1220,66.220238,-150.354714,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,80100,0,0,0,0,0,0,80100,0,0,9284,20.11
15800,9286,5.042,612,66.222264,-150.350171,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,21600,0,0,0,0,0,0,21600,0,0,9286,5.042
15787,9287,462.46,8019,66.219155,-150.393787,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1867500,0,0,0,0,0,0,1867500,0,0,9287,462.46
15803,9288,1.988,363,66.222898,-150.343978,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,6300,0,0,0,0,0,0,6300,0,0,9288,1.988
15796,9291,92.783,4294,66.219732,-150.312171,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,376200,0,0,0,0,0,0,376200,0,0,9291,92.783
15815,9302,262.951,4816,66.238746,-150.877598,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1062000,0,0,0,0,0,0,1062000,0,0,9302,262.951
15821,9311,380.861,6613,66.228766,-150.302886,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1543500,0,0,0,0,0,0,1543500,0,0,9311,380.861
15889,9349,740.506,7031,66.259801,-150.934738,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2997000,0,0,0,0,0,0,2997000,0,0,9349,740.506
15931,9363,2.512,441,66.267565,-150.242813,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9000,0,0,0,0,0,0,9000,0,0,9363,2.512
15934,9364,6.901,1060,66.267882,-150.223105,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,27900,0,0,0,0,0,0,27900,0,0,9364,6.901
15950,9369,2.292,426,66.272817,-150.236994,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9900,0,0,0,0,0,0,9900,0,0,9369,2.292
15952,9370,5.529,863,66.271616,-150.16757,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,22500,0,0,0,0,0,0,22500,0,0,9370,5.529
15956,9371,4.244,600,66.273335,-150.174384,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,17100,0,0,0,0,0,0,17100,0,0,9371,4.244
15960,9380,15.62,1205,66.275779,-150.168279,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,62100,0,0,0,0,0,0,62100,0,0,9380,15.62
15971,9382,1.003,317,66.278753,-150.185598,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,4500,0,0,0,0,0,0,4500,0,0,9382,1.003
15975,9384,6.515,604,66.293021,-150.744596,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,24300,0,0,0,0,0,0,24300,0,0,9384,6.515
15925,9386,2444.408,15394,66.249201,-149.636386,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9906300,0,0,0,0,0,0,9906300,0,0,9386,2444.408
15980,9390,61.05,1865,66.296788,-150.793236,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,246600,0,0,0,0,0,0,246600,0,0,9390,61.05
15984,9391,2.049,516,66.298872,-150.797012,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,8100,0,0,0,0,0,0,8100,0,0,9391,2.049
15989,9401,3164.095,22447,66.267961,-149.382453,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,12800700,0,0,0,0,0,0,12800700,0,0,9401,3164.095
16104,9455,89.373,2698,66.378569,-150.672086,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,361800,0,0,0,0,0,0,361800,0,0,9455,89.373
16138,9471,330.718,7782,66.391209,-150.728556,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1336500,0,0,0,0,0,0,1336500,0,0,9471,330.718
16147,9475,4.654,507,66.396411,-150.666446,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,18900,0,0,0,0,0,0,18900,0,0,9475,4.654
16155,9478,4.726,646,66.359652,-149.119199,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,19800,0,0,0,0,0,0,19800,0,0,9478,4.726
16170,9483,17.424,1042,66.403421,-150.740547,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,70200,0,0,0,0,0,0,70200,0,0,9483,17.424
16173,9484,2.228,521,66.405093,-150.657173,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9000,0,0,0,0,0,0,9000,0,0,9484,2.228
16186,9491,0.573,251,66.411929,-150.615713,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2700,0,0,0,0,0,0,2700,0,0,9491,0.573
16193,9495,0.332,144,66.404185,-150.110994,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9495,0.332
16206,9505,26.468,1656,66.384542,-149.216158,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,112500,0,0,0,0,0,0,112500,0,0,9505,26.468
16231,9515,1.032,362,66.426481,-150.567503,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9515,1.032
16212,9518,2716.319,28512,66.384761,-149.151709,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,10993500,0,0,0,0,0,0,10993500,0,0,9518,2716.319
16238,9521,2.158,443,66.430613,-150.608346,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,8100,0,0,0,0,0,0,8100,0,0,9521,2.158
16240,9522,0.202,109,66.43105,-150.560873,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9522,0.202
16244,9524,0.656,205,66.433576,-150.616465,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9524,0.656
16241,9525,16.481,1336,66.432478,-150.612364,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,70200,0,0,0,0,0,0,70200,0,0,9525,16.481
16251,9527,0.682,254,66.433436,-150.576827,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9527,0.682
16254,9531,0.344,142,66.434612,-150.57742,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1800,0,0,0,0,0,0,1800,0,0,9531,0.344
16262,9534,1.11,284,66.437882,-150.594319,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,5400,0,0,0,0,0,0,5400,0,0,9534,1.11
16258,9535,2.466,492,66.423566,-149.984144,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,9900,0,0,0,0,0,0,9900,0,0,9535,2.466
16265,9536,1.101,279,66.438352,-150.597531,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,4500,0,0,0,0,0,0,4500,0,0,9536,1.101
16269,9537,0.784,308,66.439511,-150.62716,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9537,0.784
16276,9540,59.167,4707,66.441159,-150.61573,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,239400,0,0,0,0,0,0,239400,0,0,9540,59.167
16282,9542,0.705,306,66.430291,-149.960339,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2700,0,0,0,0,0,0,2700,0,0,9542,0.705
16273,9543,534.937,7558,66.425298,-149.966922,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2160000,0,0,0,0,0,0,2160000,0,0,9543,534.937
16073,9547,50205.648,158679,66.347287,-149.844681,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,203197500,0,0,0,0,0,0,203197500,0,0,9547,50205.648
16284,9555,1766.55,14934,66.413577,-149.312247,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,7149600,0,0,0,0,0,0,7149600,0,0,9555,1766.55
16486,9610,1.02,1619,66.500326,-149.467371,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,4500,0,0,0,0,0,0,4500,0,0,9610,1.02
16493,9613,0.458,1593,66.50261,-149.524369,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9613,0.458
16500,9615,0.367,992,66.509542,-149.746032,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1800,0,0,0,0,0,0,1800,0,0,9615,0.367
16541,9621,0.034,129,66.517388,-149.765097,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9621,0.034
16538,9622,1.014,1236,66.512427,-149.588355,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9622,1.014
16551,9624,0.08,144,66.519859,-149.661759,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9624,0.08
16554,9625,0.223,258,66.520587,-149.660388,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9625,0.223
16558,9629,0.187,591,66.522095,-149.66411,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1800,0,0,0,0,0,0,1800,0,0,9629,0.187
16566,9632,0.233,537,66.524587,-149.687208,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9632,0.233
16580,9635,0.04,138,66.525517,-149.642103,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,900,0,0,0,0,0,0,900,0,0,9635,0.04
16570,9636,0.731,770,66.523686,-149.641425,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,3600,0,0,0,0,0,0,3600,0,0,9636,0.731
16578,9638,0.454,458,66.526105,-149.671276,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2700,0,0,0,0,0,0,2700,0,0,9638,0.454
16587,9639,0.251,329,66.526799,-149.6596,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,2700,0,0,0,0,0,0,2700,0,0,9639,0.251
15700,9643,414739.933,872655,66.180155,-150.050501,7/6/2004,10/19/2004,1092,483280.2,Dall City,0,0,1678397400,0,0,0,0,0,0,1678397400,0,0,9643,414739.933
15183,8942,0.176,122,66.054318,-149.552934,6/9/2000,9/20/2000,1330,12863.4,Dall River,0,0,1800,0,0,0,0,0,0,1800,0,0,8942,0.176
15421,9080,59.774,2280,66.10269,-149.473582,6/9/2000,9/20/2000,1330,12863.4,Dall River,0,0,243900,0,0,0,0,0,0,243900,0,0,9080,59.774
15398,9085,493.715,15034,66.096677,-149.478108,6/9/2000,9/20/2000,1330,12863.4,Dall River,0,0,1991700,0,0,0,0,0,0,1991700,0,0,9085,493.715
15430,9192,12309.726,49247,66.10825,-149.535241,6/9/2000,9/20/2000,1330,12863.4,Dall River,0,0,49817700,0,0,0,0,0,0,49817700,0,0,9192,12309.726
19689,10416,4795.461,34876,67.082995,-141.921658,6/18/1996,7/12/1996,740,4795.5,David Creek,0,0,19400400,0,0,0,0,0,0,19400400,0,0,10416,4795.461
43,43,4006.807,27779,59.679101,-151.614371,6/3/1946,6/3/1946,1304,4006.8,Davis,0,0,16209900,0,0,16209900,0,0,0,0,0,0,43,4006.807
19862,10436,4.162,1202,67.686564,-152.658376,7/20/2002,8/14/2002,551,2548.5,Dawn Creek,16200,0,0,0,0,0,16200,0,0,0,0,0,10436,4.162
19877,10441,877.538,7776,67.693425,-152.650326,7/20/2002,8/14/2002,551,2548.5,Dawn Creek,3554100,0,0,0,0,0,3554100,0,0,0,0,0,10441,877.538
19889,10453,1666.771,13670,67.704748,-152.716932,7/20/2002,8/14/2002,551,2548.5,Dawn Creek,6742800,0,0,0,0,0,6742800,0,0,0,0,0,10453,1666.771
10540,6635,186.742,3576,64.779662,-141.019761,7/1/2004,10/12/2004,802,7413.3,Dawson 31,0,0,756900,0,0,0,0,0,0,756900,0,0,6635,186.742
10558,6645,102.159,2819,64.78832,-141.086633,7/1/2004,10/12/2004,802,7413.3,Dawson 31,0,0,414000,0,0,0,0,0,0,414000,0,0,6645,102.159
10549,6662,907.151,12120,64.783455,-141.038773,7/1/2004,10/12/2004,802,7413.3,Dawson 31,0,0,3668400,0,0,0,0,0,0,3668400,0,0,6662,907.151
10712,6760,1194.293,9212,64.820079,-141.033792,7/1/2004,10/12/2004,802,7413.3,Dawson 31,0,0,4835700,0,0,0,0,0,0,4835700,0,0,6760,1194.293
10635,6770,5022.904,31127,64.804032,-141.068941,7/1/2004,10/12/2004,802,7413.3,Dawson 31,0,0,20324700,0,0,0,0,0,0,20324700,0,0,6770,5022.904
17107,9903,21460.333,58304,66.726962,-154.824836,6/24/1991,7/20/1991,1141,21460.3,DCK E 65,0,0,86857200,0,0,0,0,0,0,86857200,0,0,9903,21460.333
16347,9567,2.297,476,66.498604,-156.039719,7/13/1988,8/31/1988,858,11021.5,DCK S 25,0,0,9000,0,0,0,0,0,0,9000,0,0,9567,2.297
16354,9569,9.598,1110,66.501022,-156.101055,7/13/1988,8/31/1988,858,11021.5,DCK S 25,0,0,42300,0,0,0,0,0,0,42300,0,0,9569,9.598
16356,9574,75.828,2811,66.5015,-156.064678,7/13/1988,8/31/1988,858,11021.5,DCK S 25,0,0,307800,0,0,0,0,0,0,307800,0,0,9574,75.828
16383,9579,0.606,252,66.506807,-156.158783,7/13/1988,8/31/1988,858,11021.5,DCK S 25,0,0,1800,0,0,0,0,0,0,1800,0,0,9579,0.606
16408,9630,10933.167,53588,66.514186,-156.228983,7/13/1988,8/31/1988,858,11021.5,DCK S 25,0,0,44262000,0,0,0,0,0,0,44262000,0,0,9630,10933.167
16294,9565,4888.646,26624,66.444583,-157.595159,6/8/1991,6/25/1991,395,5030.6,DCK S 32,0,0,19791900,0,0,0,0,0,0,19791900,0,0,9565,4888.646
16328,9566,141.908,4987,66.459426,-157.574982,6/8/1991,6/25/1991,395,5030.6,DCK S 32,0,0,571500,0,0,0,0,0,0,571500,0,0,9566,141.908
16329,9566,141.908,4987,66.459426,-157.574982,6/8/1987,6/11/1987,1441,1384.1,DCK S 35,0,0,571500,0,0,0,0,0,0,571500,0,0,9566,141.908
16360,9583,1242.194,12764,66.475068,-157.623157,6/8/1987,6/11/1987,1441,1384.1,DCK S 35,0,0,5025600,0,0,0,0,0,0,5025600,0,0,9583,1242.194
17340,9889,279.709,5675,66.772771,-155.351758,7/8/1986,7/27/1986,707,3995.5,DCK SE 40,0,0,1135800,0,0,0,0,0,0,1135800,0,0,9889,279.709
17478,9934,48.182,2776,66.795969,-155.388539,7/8/1986,7/27/1986,707,3995.5,DCK SE 40,0,0,193500,0,0,0,0,0,0,193500,0,0,9934,48.182
17555,9958,48.881,3966,66.808738,-155.377407,7/8/1986,7/27/1986,707,3995.5,DCK SE 40,0,0,198900,0,0,0,0,0,0,198900,0,0,9958,48.881
17572,9967,123.044,3319,66.816107,-155.310551,7/8/1986,7/27/1986,707,3995.5,DCK SE 40,0,0,495900,0,0,0,0,0,0,495900,0,0,9967,123.044
17490,9968,3495.71,15283,66.797705,-155.341046,7/8/1986,7/27/1986,707,3995.5,DCK SE 40,0,0,14146200,0,0,0,0,0,0,14146200,0,0,9968,3495.71
16713,9687,82.092,4007,66.599348,-157.239368,6/1/1993,6/14/1993,183,1016.8,DCK SSW 21,0,0,328500,0,0,0,0,0,0,328500,0,0,9687,82.092
16742,9696,219.483,3946,66.607182,-157.192196,6/1/1993,6/14/1993,183,1016.8,DCK SSW 21,0,0,888300,0,0,0,0,0,0,888300,0,0,9696,219.483
16734,9704,715.208,12608,66.604477,-157.236485,6/1/1993,6/14/1993,183,1016.8,DCK SSW 21,0,0,2895300,0,0,0,0,0,0,2895300,0,0,9704,715.208
16295,9562,1445.834,11741,66.452645,-157.3231,6/24/1984,6/29/1984,761,1445.8,DCK SSW 35,0,0,5850900,0,0,0,0,0,0,5850900,0,0,9562,1445.834
15535,9143,24.8,1685,66.17151,-156.334555,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,101700,0,0,0,0,0,0,101700,0,0,9143,24.8
15717,9268,4675.966,26601,66.21837,-156.260556,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,18917100,0,0,0,0,0,0,18917100,0,0,9268,4675.966
15770,9297,3059.834,14925,66.239043,-156.278201,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,12377700,0,0,0,0,0,0,12377700,0,0,9297,3059.834
15804,9299,653.709,8071,66.249227,-156.208685,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,2646000,0,0,0,0,0,0,2646000,0,0,9299,653.709
15772,9327,5783.24,26097,66.238203,-156.38038,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,23409900,0,0,0,0,0,0,23409900,0,0,9327,5783.24
15891,9376,3018.418,15900,66.275671,-156.38007,5/31/1986,6/9/1986,1337,17216,DCK SW  47,0,0,12212100,0,0,0,0,0,0,12212100,0,0,9376,3018.418
15553,9145,5.472,856,66.154359,-157.487308,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,22500,0,0,0,0,0,0,22500,0,0,9145,5.472
15573,9151,7.531,1057,66.156796,-157.517865,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,31500,0,0,0,0,0,0,31500,0,0,9151,7.531
15561,9152,283.277,6738,66.155475,-157.46259,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,1146600,0,0,0,0,0,0,1146600,0,0,9152,283.277
15555,9190,1387.38,14343,66.152151,-157.596943,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,5620500,0,0,0,0,0,0,5620500,0,0,9190,1387.38
15688,9254,1407.737,10536,66.182804,-157.720423,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,5701500,0,0,0,0,0,0,5701500,0,0,9254,1407.737
15719,9333,13934.192,42222,66.194671,-157.623298,6/8/1994,6/28/1994,1758,17025.6,DCK SW 50,0,0,56384100,0,0,0,0,0,0,56384100,0,0,9333,13934.192
20414,12633,189.022,3323,69.758776,-158.383523,7/3/1993,8/17/1993,1668,16786.5,DCKN178,761400,0,0,0,0,0,761400,0,0,0,0,0,12633,189.022
20415,12634,176.708,3830,69.765571,-158.419943,7/3/1993,8/17/1993,1668,16786.5,DCKN178,713700,0,0,0,0,0,713700,0,0,0,0,0,12634,176.708
20416,12635,68.149,2555,69.769885,-158.39732,7/3/1993,8/17/1993,1668,16786.5,DCKN178,275400,0,0,0,0,0,275400,0,0,0,0,0,12635,68.149
20417,12636,16352.579,49391,69.805601,-158.373229,7/3/1993,8/17/1993,1668,16786.5,DCKN178,66174300,0,0,0,0,0,66174300,0,0,0,0,0,12636,16352.579
20418,12637,82831.653,97286,69.884318,-159.113441,7/22/1993,8/18/1993,685,82831.7,DCKN190,335231100,0,0,0,0,0,335231100,0,0,0,0,0,12637,82831.653
1308,979,0.238,538,62.439766,-156.324175,7/3/1957,8/27/1957,841,14600,DEACON`S #3,0,0,900,0,0,0,0,0,0,900,0,0,979,0.238
1313,1028,14599.741,44374,62.447984,-156.25044,7/3/1957,8/27/1957,841,14600,DEACON`S #3,0,0,59091300,0,0,0,0,0,0,59091300,0,0,1028,14599.741
4876,3894,4.545,1429,64.051564,-151.642947,6/24/2013,9/4/2013,578,6106.8,Dead Fish Lake,0,0,17100,0,0,0,0,0,0,17100,0,0,3894,4.545
4881,3904,164.442,4734,64.052607,-151.672,6/24/2013,9/4/2013,578,6106.8,Dead Fish Lake,0,0,668700,0,0,0,0,0,0,668700,0,0,3904,164.442
4930,3916,129.08,4523,64.061072,-151.610153,6/24/2013,9/4/2013,578,6106.8,Dead Fish Lake,0,0,526500,0,0,0,0,0,0,526500,0,0,3916,129.08
4961,3917,2.99,670,64.06841,-151.590432,6/24/2013,9/4/2013,578,6106.8,Dead Fish Lake,0,0,11700,0,0,0,0,0,0,11700,0,0,3917,2.99
4993,3966,5805.706,30920,64.07929,-151.628269,6/24/2013,9/4/2013,578,6106.8,Dead Fish Lake,0,0,23502600,0,0,0,0,0,0,23502600,0,0,3966,5805.706
20400,12621,7013.826,48475,68.840595,-155.349494,8/2/1976,9/1/1976,152,7013.8,DEAD HORSE,28383300,0,0,0,0,0,28383300,0,0,0,0,0,12621,7013.826
17332,9872,3.957,578,66.595412,-146.294595,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,18900,0,0,0,0,0,0,18900,0,0,9872,3.957
17467,9919,8.839,1129,66.632515,-146.53123,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,35100,0,0,0,0,0,0,35100,0,0,9919,8.839
17571,9964,34.947,1747,66.65249,-146.512466,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,142200,0,0,0,0,0,0,142200,0,0,9964,34.947
17586,9965,2.874,557,66.653731,-146.501656,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,11700,0,0,0,0,0,0,11700,0,0,9965,2.874
17568,9966,52.061,2520,66.650229,-146.508599,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,208800,0,0,0,0,0,0,208800,0,0,9966,52.061
17603,9970,2.99,449,66.656357,-146.4789,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,11700,0,0,0,0,0,0,11700,0,0,9970,2.99
17609,9975,12.636,994,66.643594,-146.157396,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,55800,0,0,0,0,0,0,55800,0,0,9975,12.636
17663,10012,336.937,6409,66.677852,-146.378363,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,1357200,0,0,0,0,0,0,1357200,0,0,10012,336.937
17672,10014,1.655,369,66.679629,-146.264872,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,7200,0,0,0,0,0,0,7200,0,0,10014,1.655
17675,10017,14.598,1158,66.683806,-146.353072,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,55800,0,0,0,0,0,0,55800,0,0,10017,14.598
17593,10026,3989.484,39713,66.644118,-146.247217,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,16137000,0,0,0,0,0,0,16137000,0,0,10026,3989.484
17664,10030,3699.375,35138,66.669199,-146.174031,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,14966100,0,0,0,0,0,0,14966100,0,0,10030,3699.375
17705,10032,474.841,7547,66.688738,-146.355705,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,1921500,0,0,0,0,0,0,1921500,0,0,10032,474.841
17696,10035,659.278,11016,66.68604,-146.316618,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,2668500,0,0,0,0,0,0,2668500,0,0,10035,659.278
17553,10042,24020.294,88014,66.638409,-146.363404,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,97214400,0,0,0,0,0,0,97214400,0,0,10042,24020.294
17730,10055,1597.186,18982,66.689379,-146.221953,6/19/1996,9/13/1996,1498,34912.1,Deadman Island,0,0,6465600,0,0,0,0,0,0,6465600,0,0,10055,1597.186
1610,1183,3.914,494,62.686696,-157.281481,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,13500,0,0,0,0,0,0,13500,0,0,1183,3.914
1612,1184,3.882,564,62.689611,-157.275823,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,14400,0,0,0,0,0,0,14400,0,0,1184,3.882
1616,1189,40.794,1509,62.691724,-157.268132,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,163800,0,0,0,0,0,0,163800,0,0,1189,40.794
1642,1206,14.115,1024,62.705661,-157.331618,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,58500,0,0,0,0,0,0,58500,0,0,1206,14.115
1656,1216,4.834,614,62.720812,-157.224796,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,19800,0,0,0,0,0,0,19800,0,0,1216,4.834
1647,1219,290.21,8246,62.710753,-157.342381,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,1176300,0,0,0,0,0,0,1176300,0,0,1219,290.21
1662,1222,1.813,391,62.726537,-157.269583,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,6300,0,0,0,0,0,0,6300,0,0,1222,1.813
1673,1227,5.687,880,62.732397,-157.229913,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,20700,0,0,0,0,0,0,20700,0,0,1227,5.687
1667,1228,64.62,2934,62.729734,-157.230427,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,265500,0,0,0,0,0,0,265500,0,0,1228,64.62
1674,1230,4.992,923,62.731641,-157.268885,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,20700,0,0,0,0,0,0,20700,0,0,1230,4.992
1681,1231,0.066,99,62.733911,-157.248908,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,900,0,0,0,0,0,0,900,0,0,1231,0.066
1683,1233,7.181,841,62.73547,-157.247074,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,29700,0,0,0,0,0,0,29700,0,0,1233,7.181
1677,1234,26.939,2211,62.733016,-157.245938,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,106200,0,0,0,0,0,0,106200,0,0,1234,26.939
1679,1235,100.465,5611,62.732788,-157.274871,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,402300,0,0,0,0,0,0,402300,0,0,1235,100.465
1691,1237,2.162,500,62.740685,-157.294378,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,9900,0,0,0,0,0,0,9900,0,0,1237,2.162
1689,1238,24.02,1621,62.738747,-157.297106,7/20/1997,9/2/1997,898,5762.3,DEADWOOD,0,0,93600,0,0,0,0,0,0,93600,0,0,1238,24.02
