FID,FID_prior_,FireName,FireYear,CalcAcres,DiscDate,parentid,FID_curr_f,FireName_1,FireYear_1,CalcAcre_1,DiscDate_1,parentid_1,pairid,ac,perim_m
4754,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1600,122078.220000000000000,224132.660000000000000
4755,1,ROCKET 4,1957,174152.600000000010000,7/12/1957 0:00:00,942,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1600,3303.340000000000100,27165.070000000000000
4756,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1601,7023.409999999999900,45590.739999999998000
4757,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1601,16347.889999999999000,68805.960000000006000
4758,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1601,628.320000000000050,23219.330000000002000
4759,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Minto Flats South,2009,534911.000000000000000,6/21/2009 0:00:00,1518,1602,526136.680000000050000,322016.010000000010000
4760,1,NENANA W-30,1958,8774.299999999999300,7/11/1958 0:00:00,470,1,Minto Flats South,2009,534911.000000000000000,6/21/2009 0:00:00,1518,1602,8774.280000000000700,28626.580000000002000
4761,1,Nulato #4,1950,2009.599999999999900,12/31/1950 0:00:00,1375,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1603,1474.380000000000100,15981.139999999999000
4762,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,1603,149388.190000000000000,125895.789999999990000
4763,1,Nulato #4,1950,2009.599999999999900,12/31/1950 0:00:00,1375,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,1603,535.179999999999950,6167.899999999999600
4764,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1604,149035.350000000010000,124881.080000000000000
4765,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,SOONKAKAT RIVER,1997,2977.400000000000100,8/2/1997 0:00:00,1430,1604,2089.349999999999900,18775.709999999999000
4766,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,1,SOONKAKAT RIVER,1997,2977.400000000000100,8/2/1997 0:00:00,1430,1604,888.019999999999980,12988.150000000000000
4767,1,ROCKET 4,1957,174152.600000000010000,7/12/1957 0:00:00,942,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1605,170849.230000000010000,172715.690000000000000
4768,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1605,122078.220000000000000,224132.660000000000000
4769,1,ROCKET 4,1957,174152.600000000010000,7/12/1957 0:00:00,942,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1605,3303.340000000000100,27165.070000000000000
4770,1,NOWITNA,1966,51484.300000000003000,8/12/1966 0:00:00,1645,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1606,51466.169999999998000,89668.429999999993000
4771,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Little Mud,2013,26405.900000000001000,6/24/2013 0:00:00,1815,1606,26387.740000000002000,114081.640000000000000
4772,1,NOWITNA,1966,51484.300000000003000,8/12/1966 0:00:00,1645,1,Little Mud,2013,26405.900000000001000,6/24/2013 0:00:00,1815,1606,18.109999999999999,1901.059999999999900
4773,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1607,3056.650000000000100,21360.340000000000000
4774,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1607,312557.960000000020000,941886.689999999940000
4775,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1607,360.259999999999990,13635.240000000000000
4776,1,TAL S 32,1991,26369.700000000001000,6/6/1991 0:00:00,328,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1608,25102.000000000000000,99211.360000000001000
4777,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,1608,1791.180000000000100,28330.040000000001000
4778,1,TAL S 32,1991,26369.700000000001000,6/6/1991 0:00:00,328,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,1608,1267.680000000000100,13484.639999999999000
4779,1,NOWITNA,1966,51484.300000000003000,8/12/1966 0:00:00,1645,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1609,51341.309999999998000,89281.289999999994000
4780,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Little Mud,2009,50718.900000000001000,7/10/2009 0:00:00,718,1609,50575.889999999999000,128905.480000000000000
4781,1,NOWITNA,1966,51484.300000000003000,8/12/1966 0:00:00,1645,1,Little Mud,2009,50718.900000000001000,7/10/2009 0:00:00,718,1609,142.970000000000000,3664.040000000000000
4782,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1610,149035.350000000010000,124881.080000000000000
4783,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,SOONKAKAT RIVER,1997,2977.400000000000100,8/2/1997 0:00:00,1430,1610,2089.349999999999900,18775.709999999999000
4784,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,1,SOONKAKAT RIVER,1997,2977.400000000000100,8/2/1997 0:00:00,1430,1610,888.019999999999980,12988.150000000000000
4785,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1611,3056.650000000000100,21360.340000000000000
4786,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1611,312557.960000000020000,941886.689999999940000
4787,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1611,360.259999999999990,13635.240000000000000
4788,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1612,183523.739999999990000,243198.549999999990000
4789,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Little Mud,2009,50718.900000000001000,7/10/2009 0:00:00,718,1612,40842.809999999998000,134745.429999999990000
4790,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,1,Little Mud,2009,50718.900000000001000,7/10/2009 0:00:00,718,1612,9876.049999999999300,62297.690000000002000
4791,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1613,7023.409999999999900,45590.739999999998000
4792,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1613,16347.889999999999000,68805.960000000006000
4793,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1613,628.320000000000050,23219.330000000002000
4794,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,1614,262938.450000000010000,414120.109999999990000
4795,1,SOONKAKAT RIVER,1997,2977.400000000000100,8/2/1997 0:00:00,1430,1,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,1614,2977.369999999999900,23928.900000000001000
4796,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1615,3056.650000000000100,21360.340000000000000
4797,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1615,312557.960000000020000,941886.689999999940000
4798,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1615,360.259999999999990,13635.240000000000000
4799,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1616,159061.940000000000000,207288.230000000010000
4800,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Geskakmina Lake,2002,257530.799999999990000,6/8/2002 0:00:00,874,1616,252209.179999999990000,317199.260000000010000
4801,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,1,Geskakmina Lake,2002,257530.799999999990000,6/8/2002 0:00:00,874,1616,5321.630000000000100,42264.040000000001000
4802,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1617,188132.079999999990000,240527.870000000000000
4803,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1617,98699.830000000002000,386348.359999999990000
4804,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1617,5267.710000000000000,62923.480000000003000
4805,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1618,26294.119999999999000,49800.360000000001000
4806,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1618,36484.879999999997000,129905.860000000000000
4807,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1618,147.789999999999990,7259.619999999999900
4808,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1619,15740.879999999999000,61682.690000000002000
4809,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1619,55566.849999999999000,236266.690000000000000
4810,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1619,10701.040000000001000,40687.779999999999000
4811,1,TAL S 32,1991,26369.700000000001000,6/6/1991 0:00:00,328,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1620,25102.000000000000000,99211.360000000001000
4812,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,1620,1791.180000000000100,28330.040000000001000
4813,1,TAL S 32,1991,26369.700000000001000,6/6/1991 0:00:00,328,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,1620,1267.680000000000100,13484.639999999999000
4814,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1621,3056.650000000000100,21360.340000000000000
4815,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1621,312557.960000000020000,941886.689999999940000
4816,1,Big Creek,2007,3416.900000000000100,7/5/2007 0:00:00,1456,1,Big Creek Two,2015,312918.200000000010000,6/22/2015 0:00:00,2035,1621,360.259999999999990,13635.240000000000000
4817,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1622,6195.520000000000400,69413.070000000007000
4818,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1622,86398.710000000006000,373623.349999999980000
4819,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1622,17568.830000000002000,73510.490000000005000
4820,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1623,21440.580000000002000,74066.419999999998000
4821,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,1623,40876.099999999999000,122669.230000000000000
4822,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,1623,2323.770000000000000,19577.000000000000000
4823,1,Survey Line,2001,112106.800000000000000,6/20/2001 0:00:00,958,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1624,93382.300000000003000,232331.299999999990000
4824,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1624,106657.120000000000000,234271.420000000010000
4825,1,Survey Line,2001,112106.800000000000000,6/20/2001 0:00:00,958,1,Wood River 1,2009,125381.600000000010000,7/12/2009 0:00:00,245,1624,18724.439999999999000,161382.660000000000000
4826,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1625,3000.929999999999800,24234.660000000000000
4827,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1625,103909.620000000000000,377757.390000000010000
4828,1,Redlands Lake,2010,3058.900000000000100,9/25/2010 0:00:00,133,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1625,57.920000000000002,2254.099999999999900
4829,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1626,7023.409999999999900,45590.739999999998000
4830,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1626,16347.889999999999000,68805.960000000006000
4831,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1626,628.320000000000050,23219.330000000002000
4832,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1627,21548.689999999999000,79597.029999999999000
4833,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1627,5135.619999999999900,20742.570000000000000
4834,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1627,2215.659999999999900,35818.750000000000000
4835,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1628,26294.119999999999000,49800.360000000001000
4836,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1628,36484.879999999997000,129905.860000000000000
4837,1,COSNA,1975,26441.900000000001000,7/8/1975 0:00:00,908,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1628,147.789999999999990,7259.619999999999900
4838,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1629,7023.409999999999900,45590.739999999998000
4839,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1629,16347.889999999999000,68805.960000000006000
4840,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1629,628.320000000000050,23219.330000000002000
4841,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1630,36573.040000000001000,130184.370000000000000
4842,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1630,8757.860000000000600,36379.190000000002000
4843,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1630,59.630000000000003,4104.149999999999600
4844,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1631,163785.010000000010000,211909.790000000010000
4845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Mooseheart,2007,21508.299999999999000,5/23/2007 0:00:00,1515,1631,20909.750000000000000,126146.320000000010000
4846,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,1,Mooseheart,2007,21508.299999999999000,5/23/2007 0:00:00,1515,1631,598.549999999999950,10111.969999999999000
4847,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1632,7023.409999999999900,45590.739999999998000
4848,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1632,16347.889999999999000,68805.960000000006000
4849,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1632,628.320000000000050,23219.330000000002000
4850,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1633,188132.079999999990000,240527.870000000000000
4851,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1633,98699.830000000002000,386348.359999999990000
4852,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1633,5267.710000000000000,62923.480000000003000
4853,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1634,7458.029999999999700,31536.250000000000000
4854,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1634,64908.440000000002000,253270.459999999990000
4855,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1634,1359.450000000000000,15541.030000000001000
4856,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1635,163785.010000000010000,211909.790000000010000
4857,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Mooseheart,2007,21508.299999999999000,5/23/2007 0:00:00,1515,1635,20909.750000000000000,126146.320000000010000
4858,1,Zitziana,2000,164383.600000000010000,6/13/2000 0:00:00,1445,1,Mooseheart,2007,21508.299999999999000,5/23/2007 0:00:00,1515,1635,598.549999999999950,10111.969999999999000
4859,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1636,21548.689999999999000,79597.029999999999000
4860,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1636,5135.619999999999900,20742.570000000000000
4861,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1636,2215.659999999999900,35818.750000000000000
4862,1,Chitanana River,1950,3429.300000000000200,7/11/1950 0:00:00,1235,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1637,3289.179999999999800,17564.509999999998000
4863,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1637,8677.350000000000400,33904.360000000001000
4864,1,Chitanana River,1950,3429.300000000000200,7/11/1950 0:00:00,1235,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1637,140.130000000000000,5616.899999999999600
4865,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1638,7023.409999999999900,45590.739999999998000
4866,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1638,16347.889999999999000,68805.960000000006000
4867,1,331585,1993,7651.699999999999800,7/16/1993 0:00:00,1353,1,Smith Creek,2005,16976.200000000001000,6/28/2005 0:00:00,917,1638,628.320000000000050,23219.330000000002000
4868,1,Glacier Creek,1984,2521.900000000000100,6/7/1984 0:00:00,856,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1639,1624.710000000000000,11776.690000000001000
4869,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,1639,178701.910000000000000,358752.940000000000000
4870,1,Glacier Creek,1984,2521.900000000000100,6/7/1984 0:00:00,856,1,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,1639,897.149999999999980,11251.340000000000000
4871,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1640,32142.599999999999000,119352.530000000000000
4872,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1640,61777.820000000000000,260388.929999999990000
4873,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1640,4490.069999999999700,51570.949999999997000
4874,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1641,104578.300000000000000,160889.700000000010000
4875,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,1641,220570.750000000000000,349029.400000000020000
4876,1,NULATO S-10,1956,149923.399999999990000,6/20/1956 0:00:00,1020,1,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,1641,45345.070000000000000,131969.109999999990000
4877,1,Shawnee Peak,1997,1467.800000000000000,7/2/1997 0:00:00,1636,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1642,650.190000000000050,13769.709999999999000
4878,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,1642,178781.410000000000000,356772.120000000000000
4879,1,Shawnee Peak,1997,1467.800000000000000,7/2/1997 0:00:00,1636,1,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,1642,817.649999999999980,11702.090000000000000
4880,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1643,21548.689999999999000,79597.029999999999000
4881,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1643,5135.619999999999900,20742.570000000000000
4882,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,TAL S 27,1994,7351.300000000000200,6/6/1994 0:00:00,1551,1643,2215.659999999999900,35818.750000000000000
4883,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1644,23173.740000000002000,68140.649999999994000
4884,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL S 27,1993,7377.699999999999800,7/16/1993 0:00:00,1489,1644,6787.119999999999900,43646.580000000002000
4885,1,REDLAND LAKE,1968,23764.299999999999000,7/23/1968 0:00:00,1201,1,TAL S 27,1993,7377.699999999999800,7/16/1993 0:00:00,1489,1644,590.610000000000010,15469.520000000000000
4886,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1645,32142.599999999999000,119352.530000000000000
4887,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1645,61777.820000000000000,260388.929999999990000
4888,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1,Lloyd,2015,66267.899999999994000,6/23/2015 0:00:00,2062,1645,4490.069999999999700,51570.949999999997000
4889,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1646,36573.040000000001000,130184.370000000000000
4890,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1646,8757.860000000000600,36379.190000000002000
4891,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1646,59.630000000000003,4104.149999999999600
4892,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1647,188132.079999999990000,240527.870000000000000
4893,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1647,98699.830000000002000,386348.359999999990000
4894,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1647,5267.710000000000000,62923.480000000003000
4895,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1648,36573.040000000001000,130184.370000000000000
4896,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1648,8757.860000000000600,36379.190000000002000
4897,1,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1648,59.630000000000003,4104.149999999999600
4898,1,Chitanana River,1950,3429.300000000000200,7/11/1950 0:00:00,1235,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1649,3289.179999999999800,17564.509999999998000
4899,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1649,8677.350000000000400,33904.360000000001000
4900,1,Chitanana River,1950,3429.300000000000200,7/11/1950 0:00:00,1235,1,Lloyd,2011,8817.500000000000000,5/31/2011 0:00:00,1812,1649,140.130000000000000,5616.899999999999600
4901,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1650,188132.079999999990000,240527.870000000000000
4902,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1650,98699.830000000002000,386348.359999999990000
4903,1,Little Mud #2,2005,193399.799999999990000,6/11/2005 0:00:00,1467,1,Big Mud River 1,2015,103967.500000000000000,6/21/2015 0:00:00,2000,1650,5267.710000000000000,62923.480000000003000
