FID,FID_mxd14a,index,class11,class12,class21,class2197,class22,class23,class2600,class2601,class2602,class2603,class2604,class2605,class2606,class2607,class2608,class2609,class2610,class2611,class2612,class2631,class2633,class2634,class2635,class2636,class2740,class2745,class2751,class2753,class2757,class2763,class2773,class2776,class2777,class2782,class2786,class2793,class31,FireMask,MaxFRP,QA,count,latitude,longID,longitude,newdate,year,sample,FID_inters,FID_StudyF,Id,FID_firePe,FireName,FireYear,CalcAcres,PerimDate,PerimTime,AgencyAcre,Method,Source,SrcMethod,SrcClass,EditDate,Comments,FIREID,Final,LATESTPERI,Record_,FalseAlarm,Complex,AFSFire_,DOFFire_,USFSFire_,AddFire_,Prescribed,EstCost,EstAcres,StrThreat,StrBurned,MgmID,MgmOffId,MgmOption,Latitude_1,Longitud_1,MapName,NearestWX,OriginOwn,OriginUnit,DiscDate,DiscSize,IADate,IASize,CntrlDate,OutDate,InitBehave,PrimFuel,GenCause,SpecCause,Slope,Aspect,Elevation,AREA,LEN,junk,Region
295,38,2_+13785+3077,0, , , , , ,3, ,0,45,33,207, ,0, ,0,14, ,13,0, ,1, ,1,0,300,82,150,0,26,84, ,0,0,2,0,0,8,2587,6,1,64.354166660000004,150461,-150.461590500000000,7/22/2009 0:00:00,2009,1331,66,0,0,1692,WITCH,1974,34145.000000000000000,11/1/1974 0:00:00,1974/11/01 13:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Modified perimeter from 1974 Landsat image P78 R15.,25496,No,Yes, , , ,8598, , , , ,0.000000000000000,32600.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.400000000000010, , ,BLM, ,6/21/1974 0:00:00,0.000000000000000,,0.000000000000000,,8/12/1974 0:00:00, , , ,LIGHTNING, , , ,0.025607193000000,1.272870176000000,1,MintoFlatsS
296,44,2_+13786+3077,0, , , , , ,5, ,0,49,21,335, ,1, ,0,7, ,14,0, ,0, ,17,0,185,86,141,0,91,7, ,0,0,1,0,0,8,272,6,1,64.354166660000004,150442,-150.442336299999990,7/23/2009 0:00:00,2009,221,65,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
297,44,2_+13786+3077,0, , , , , ,5, ,0,49,21,335, ,1, ,0,7, ,14,0, ,0, ,17,0,185,86,141,0,91,7, ,0,0,1,0,0,8,272,6,1,64.354166660000004,150442,-150.442336299999990,7/23/2009 0:00:00,2009,221,66,0,0,1692,WITCH,1974,34145.000000000000000,11/1/1974 0:00:00,1974/11/01 13:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Modified perimeter from 1974 Landsat image P78 R15.,25496,No,Yes, , , ,8598, , , , ,0.000000000000000,32600.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.400000000000010, , ,BLM, ,6/21/1974 0:00:00,0.000000000000000,,0.000000000000000,,8/12/1974 0:00:00, , , ,LIGHTNING, , , ,0.025607193000000,1.272870176000000,1,MintoFlatsS
298,51,2_+13787+3077,0, , , , , ,8, ,0,57,39,376, ,2, ,0,4, ,13,0, ,0, ,12,0,72,104,2,0,190,21, ,0,0,61,0,0,9,1224,6,1,64.354166660000004,150423,-150.423082200000010,7/26/2009 0:00:00,2009,208,65,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
299,51,2_+13787+3077,0, , , , , ,8, ,0,57,39,376, ,2, ,0,4, ,13,0, ,0, ,12,0,72,104,2,0,190,21, ,0,0,61,0,0,9,1224,6,1,64.354166660000004,150423,-150.423082200000010,7/26/2009 0:00:00,2009,208,66,0,0,1692,WITCH,1974,34145.000000000000000,11/1/1974 0:00:00,1974/11/01 13:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Modified perimeter from 1974 Landsat image P78 R15.,25496,No,Yes, , , ,8598, , , , ,0.000000000000000,32600.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.400000000000010, , ,BLM, ,6/21/1974 0:00:00,0.000000000000000,,0.000000000000000,,8/12/1974 0:00:00, , , ,LIGHTNING, , , ,0.025607193000000,1.272870176000000,1,MintoFlatsS
300,60,2_+13788+3077,0, , , , , ,13, ,0,99,40,205, ,1, ,0,7, ,0,0, ,0, ,0,0,10,90,33,3,416,23, ,0,0,20,0,0,8,629,6,1,64.354166660000004,150403,-150.403828000000000,7/26/2009 0:00:00,2009,1267,5,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
301,67,2_+13789+3077,0, , , , , ,5, ,0,13,89,22, ,0, ,1,9, ,1,0, ,0, ,0,0,31,42,17,6,672,16, ,0,0,35,0,0,8,629,6,1,64.354166660000004,150384,-150.384573899999990,7/26/2009 0:00:00,2009,1267,65,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
302,67,2_+13789+3077,0, , , , , ,5, ,0,13,89,22, ,0, ,1,9, ,1,0, ,0, ,0,0,31,42,17,6,672,16, ,0,0,35,0,0,8,629,6,1,64.354166660000004,150384,-150.384573899999990,7/26/2009 0:00:00,2009,1267,66,0,0,1692,WITCH,1974,34145.000000000000000,11/1/1974 0:00:00,1974/11/01 13:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Modified perimeter from 1974 Landsat image P78 R15.,25496,No,Yes, , , ,8598, , , , ,0.000000000000000,32600.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.400000000000010, , ,BLM, ,6/21/1974 0:00:00,0.000000000000000,,0.000000000000000,,8/12/1974 0:00:00, , , ,LIGHTNING, , , ,0.025607193000000,1.272870176000000,1,MintoFlatsS
303,107,2_+13794+3077,0, , , , , ,0, ,0,0,399,0, ,0, ,0,56, ,3,0, ,0, ,0,0,11,0,2,0,468,9, ,0,10,1,0,0,9,1226,2,1,64.354166660000004,150288,-150.288303100000010,7/28/2009 0:00:00,2009,404,5,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
304,117,2_+13795+3077,0, , , , , ,0, ,0,0,262,0, ,0, ,0,50, ,4,0, ,0, ,0,0,26,4,23,5,559,22, ,0,3,1,0,0,8,448,2,1,64.354166660000004,150269,-150.269048900000000,7/29/2009 0:00:00,2009,104,65,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
305,117,2_+13795+3077,0, , , , , ,0, ,0,0,262,0, ,0, ,0,50, ,4,0, ,0, ,0,0,26,4,23,5,559,22, ,0,3,1,0,0,8,448,2,1,64.354166660000004,150269,-150.269048900000000,7/29/2009 0:00:00,2009,104,66,0,0,1692,WITCH,1974,34145.000000000000000,11/1/1974 0:00:00,1974/11/01 13:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Modified perimeter from 1974 Landsat image P78 R15.,25496,No,Yes, , , ,8598, , , , ,0.000000000000000,32600.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.400000000000010, , ,BLM, ,6/21/1974 0:00:00,0.000000000000000,,0.000000000000000,,8/12/1974 0:00:00, , , ,LIGHTNING, , , ,0.025607193000000,1.272870176000000,1,MintoFlatsS
306,127,2_+13796+3077,38, , , , , ,0, ,0,0,66,0, ,1, ,0,8, ,18,0, ,0, ,0,0,20,6,11,0,779,11, ,0,0,0,1,0,9,964,2,1,64.354166660000004,150249,-150.249794799999990,8/4/2009 0:00:00,2009,1210,5,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
307,136,2_+13797+3077,90, , , , , ,0, ,0,0,0,0, ,1, ,0,0, ,5,0, ,0, ,1,0,19,1,0,0,829,1, ,0,0,0,9,8,8,175,2,1,64.354166660000004,150230,-150.230540600000010,8/5/2009 0:00:00,2009,923,5,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
308,147,2_+13798+3077,87, , , , , ,0, ,0,0,1,0, ,1, ,0,0, ,24,1, ,0, ,0,0,12,0,0,0,809,0, ,0,0,0,5,18,8,404,6,1,64.354166660000004,150211,-150.211286500000000,8/4/2009 0:00:00,2009,1150,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
309,158,2_+13799+3077,28, , , , , ,13, ,0,1,35,9, ,0, ,0,2, ,10,0, ,1, ,0,1,58,8,11,2,754,17, ,0,1,8,0,0,8,404,6,1,64.354166660000004,150192,-150.192032299999990,8/4/2009 0:00:00,2009,1150,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
310,158,2_+13799+3077,28, , , , , ,13, ,0,1,35,9, ,0, ,0,2, ,10,0, ,1, ,0,1,58,8,11,2,754,17, ,0,1,8,0,0,8,404,6,1,64.354166660000004,150192,-150.192032299999990,8/4/2009 0:00:00,2009,1150,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
311,167,2_+13800+3077,0, , , , , ,95, ,0,1,38,55, ,0, ,0,0, ,0,0, ,0, ,0,0,253,27,4,3,301,21, ,0,0,161,0,0,9,394,6,1,64.354166660000004,150172,-150.172778200000010,8/4/2009 0:00:00,2009,438,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
312,167,2_+13800+3077,0, , , , , ,95, ,0,1,38,55, ,0, ,0,0, ,0,0, ,0, ,0,0,253,27,4,3,301,21, ,0,0,161,0,0,9,394,6,1,64.354166660000004,150172,-150.172778200000010,8/4/2009 0:00:00,2009,438,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
313,175,2_+13801+3077,0, , , , , ,100, ,0,0,7,30, ,0, ,0,0, ,1,0, ,0, ,0,0,371,13,0,0,27,19, ,0,0,395,0,0,8,386,2,1,64.354166660000004,150153,-150.153524000000000,8/4/2009 0:00:00,2009,1209,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
314,175,2_+13801+3077,0, , , , , ,100, ,0,0,7,30, ,0, ,0,0, ,1,0, ,0, ,0,0,371,13,0,0,27,19, ,0,0,395,0,0,8,386,2,1,64.354166660000004,150153,-150.153524000000000,8/4/2009 0:00:00,2009,1209,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
315,185,2_+13802+3077,0, , , , , ,97, ,0,0,17,0, ,0, ,0,0, ,0,0, ,0, ,0,0,249,3,2,0,66,14, ,0,0,513,0,0,9,1316,2,1,64.354166660000004,150134,-150.134269899999990,8/4/2009 0:00:00,2009,1208,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
316,185,2_+13802+3077,0, , , , , ,97, ,0,0,17,0, ,0, ,0,0, ,0,0, ,0, ,0,0,249,3,2,0,66,14, ,0,0,513,0,0,9,1316,2,1,64.354166660000004,150134,-150.134269899999990,8/4/2009 0:00:00,2009,1208,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
317,194,2_+13803+3077,0, , , , , ,78, ,0,0,18,0, ,0, ,0,0, ,1,0, ,0, ,0,0,169,10,2,0,158,16, ,0,0,508,0,0,9,2304,2,1,64.354166660000004,150115,-150.115015699999990,8/4/2009 0:00:00,2009,1208,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
318,194,2_+13803+3077,0, , , , , ,78, ,0,0,18,0, ,0, ,0,0, ,1,0, ,0, ,0,0,169,10,2,0,158,16, ,0,0,508,0,0,9,2304,2,1,64.354166660000004,150115,-150.115015699999990,8/4/2009 0:00:00,2009,1208,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
319,204,2_+13804+3077,0, , , , , ,21, ,0,0,17,0, ,0, ,0,0, ,0,0, ,0, ,0,0,292,1,3,0,330,48, ,0,0,246,0,0,8,388,6,1,64.354166660000004,150095,-150.095761600000000,8/4/2009 0:00:00,2009,1147,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
320,204,2_+13804+3077,0, , , , , ,21, ,0,0,17,0, ,0, ,0,0, ,0,0, ,0, ,0,0,292,1,3,0,330,48, ,0,0,246,0,0,8,388,6,1,64.354166660000004,150095,-150.095761600000000,8/4/2009 0:00:00,2009,1147,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
321,215,2_+13805+3077,0, , , , , ,2, ,0,0,0,0, ,0, ,0,0, ,0,0, ,0, ,0,0,383,0,1,0,505,38, ,0,1,28,0,0,9,493,6,1,64.354166660000004,150076,-150.076507400000000,8/4/2009 0:00:00,2009,1147,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
322,215,2_+13805+3077,0, , , , , ,2, ,0,0,0,0, ,0, ,0,0, ,0,0, ,0, ,0,0,383,0,1,0,505,38, ,0,1,28,0,0,9,493,6,1,64.354166660000004,150076,-150.076507400000000,8/4/2009 0:00:00,2009,1147,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
323,226,2_+13806+3077,0, , , , , ,0, ,0,0,3,0, ,0, ,0,0, ,0,0, ,0, ,0,0,426,0,7,0,515,10, ,0,0,0,1,0,9,493,6,1,64.354166660000004,150057,-150.057253199999990,8/4/2009 0:00:00,2009,1147,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
324,226,2_+13806+3077,0, , , , , ,0, ,0,0,3,0, ,0, ,0,0, ,0,0, ,0, ,0,0,426,0,7,0,515,10, ,0,0,0,1,0,9,493,6,1,64.354166660000004,150057,-150.057253199999990,8/4/2009 0:00:00,2009,1147,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
325,239,2_+13807+3077,3, , , , , ,0, ,0,0,40,0, ,0, ,0,0, ,0,0, ,0, ,0,0,363,0,41,0,509,2, ,0,2,1,0,0,9,493,6,1,64.354166660000004,150037,-150.037999100000010,8/4/2009 0:00:00,2009,1147,35,0,0,69,DUNE LAKE,1981,147524.200000000010000,4/25/2008 0:00:00,2008/04/25 13:00,0.000000000000000, , , , ,4/25/2008 0:00:00,"Perimeter updated by ADFG-DWC, FAI in 2006",25409,No,Yes, , , ,8498,111025, , , ,0.000000000000000,135000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.000000000000000, , ,STA, ,5/18/1981 0:00:00,0.000000000000000,,0.000000000000000,,7/19/1981 0:00:00, , , ,LIGHTNING, , , ,0.111158410000000,1.956634793000000,1,MintoFlatsS
326,239,2_+13807+3077,3, , , , , ,0, ,0,0,40,0, ,0, ,0,0, ,0,0, ,0, ,0,0,363,0,41,0,509,2, ,0,2,1,0,0,9,493,6,1,64.354166660000004,150037,-150.037999100000010,8/4/2009 0:00:00,2009,1147,36,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
