FID,FID_mxd14a,index,class11,class12,class21,class2197,class22,class23,class2600,class2601,class2602,class2603,class2604,class2605,class2606,class2607,class2608,class2609,class2610,class2611,class2612,class2631,class2633,class2634,class2635,class2636,class2740,class2745,class2751,class2753,class2757,class2763,class2773,class2776,class2777,class2782,class2786,class2793,class31,FireMask,MaxFRP,QA,count,latitude,longID,longitude,newdate,year,sample,FID_inters,FID_StudyF,Id,FID_firePe,FireName,FireYear,CalcAcres,PerimDate,PerimTime,AgencyAcre,Method,Source,SrcMethod,SrcClass,EditDate,Comments,FIREID,Final,LATESTPERI,Record_,FalseAlarm,Complex,AFSFire_,DOFFire_,USFSFire_,AddFire_,Prescribed,EstCost,EstAcres,StrThreat,StrBurned,MgmID,MgmOffId,MgmOption,Latitude_1,Longitud_1,MapName,NearestWX,OriginOwn,OriginUnit,DiscDate,DiscSize,IADate,IASize,CntrlDate,OutDate,InitBehave,PrimFuel,GenCause,SpecCause,Slope,Aspect,Elevation,AREA,LEN,junk,Region
10,12,2_+13778+3085,0, , , , , ,82, ,0,8,139,312, ,0, ,0,7, ,8,0, ,0, ,0,0,35,212,6,0,130,14, ,0,0,7,0,0,8,206,2,1,64.287499990000001,150232,-150.232376399999990,8/4/2009 0:00:00,2009,1016,59,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
11,12,2_+13778+3085,0, , , , , ,82, ,0,8,139,312, ,0, ,0,7, ,8,0, ,0, ,0,0,35,212,6,0,130,14, ,0,0,7,0,0,8,206,2,1,64.287499990000001,150232,-150.232376399999990,8/4/2009 0:00:00,2009,1016,60,0,0,1177,CLEAR CREEK,1968,95730.199999999997000,11/1/1968 0:00:00,1968/11/01 14:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Digitized from 1974 Landsat image P78 R15 and 1979 Landsat image P77 R15.  Northern end of fire burned over in 1974.  Exact northern boundary unknown.,26136,No,Yes, , , ,Z83, , , , ,0.000000000000000,94000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.199999999999990, , ,FED, ,7/23/1968 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,LIGHTNING, , , ,0.071486353000000,2.245354062000000,1,MintoFlatsS
12,32,2_+13783+3085,9, , , , , ,0, ,0,0,23,0, ,0, ,0,0, ,86,0, ,4, ,0,0,18,0,0,0,823,0, ,0,0,0,0,0,9,848,5,1,64.287499990000001,150136,-150.136338300000010,8/4/2009 0:00:00,2009,517,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
13,37,2_+13784+3085,0, , , , , ,0, ,0,0,13,0, ,0, ,0,0, ,19,0, ,1, ,0,0,9,0,2,0,917,1, ,0,0,0,0,0,9,1136,6,1,64.287499990000001,150117,-150.117130699999990,8/4/2009 0:00:00,2009,536,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
14,43,2_+13785+3085,0, , , , , ,0, ,0,0,36,0, ,0, ,0,0, ,2,0, ,2, ,0,0,4,0,1,1,912,1, ,0,0,0,0,0,9,5142,6,1,64.287499990000001,150097,-150.097923100000000,8/3/2009 0:00:00,2009,617,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
15,58,2_+13787+3085,0, , , , , ,14, ,0,1,173,10, ,0, ,0,0, ,27,0, ,0, ,1,0,4,8,27,3,639,52, ,0,0,0,0,0,9,1629,6,1,64.287499990000001,150059,-150.059507900000000,8/4/2009 0:00:00,2009,401,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
16,11,2_+13778+3084,0, , , , , ,40, ,0,1,39,221, ,0, ,0,1, ,24,0, ,0, ,0,0,4,70,44,0,502,13, ,0,1,2,0,0,9,576,6,1,64.295833329999994,150277,-150.277768200000000,8/3/2009 0:00:00,2009,377,59,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
17,11,2_+13778+3084,0, , , , , ,40, ,0,1,39,221, ,0, ,0,1, ,24,0, ,0, ,0,0,4,70,44,0,502,13, ,0,1,2,0,0,9,576,6,1,64.295833329999994,150277,-150.277768200000000,8/3/2009 0:00:00,2009,377,60,0,0,1177,CLEAR CREEK,1968,95730.199999999997000,11/1/1968 0:00:00,1968/11/01 14:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Digitized from 1974 Landsat image P78 R15 and 1979 Landsat image P77 R15.  Northern end of fire burned over in 1974.  Exact northern boundary unknown.,26136,No,Yes, , , ,Z83, , , , ,0.000000000000000,94000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.199999999999990, , ,FED, ,7/23/1968 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,LIGHTNING, , , ,0.071486353000000,2.245354062000000,1,MintoFlatsS
18,15,2_+13779+3084,0, , , , , ,16, ,0,0,109,330, ,0, ,0,0, ,12,0, ,0, ,0,0,15,160,28,0,268,18, ,0,0,3,0,0,9,1473,6,1,64.295833329999994,150258,-150.258554800000010,8/2/2009 0:00:00,2009,1075,59,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
19,15,2_+13779+3084,0, , , , , ,16, ,0,0,109,330, ,0, ,0,0, ,12,0, ,0, ,0,0,15,160,28,0,268,18, ,0,0,3,0,0,9,1473,6,1,64.295833329999994,150258,-150.258554800000010,8/2/2009 0:00:00,2009,1075,60,0,0,1177,CLEAR CREEK,1968,95730.199999999997000,11/1/1968 0:00:00,1968/11/01 14:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Digitized from 1974 Landsat image P78 R15 and 1979 Landsat image P77 R15.  Northern end of fire burned over in 1974.  Exact northern boundary unknown.,26136,No,Yes, , , ,Z83, , , , ,0.000000000000000,94000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.199999999999990, , ,FED, ,7/23/1968 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,LIGHTNING, , , ,0.071486353000000,2.245354062000000,1,MintoFlatsS
20,18,2_+13780+3084,0, , , , , ,52, ,0,5,112,400, ,0, ,0,4, ,12,0, ,0, ,0,0,28,143,11,0,155,31, ,0,0,7,0,0,9,1437,6,1,64.295833329999994,150239,-150.239341400000000,8/2/2009 0:00:00,2009,1071,59,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
21,18,2_+13780+3084,0, , , , , ,52, ,0,5,112,400, ,0, ,0,4, ,12,0, ,0, ,0,0,28,143,11,0,155,31, ,0,0,7,0,0,9,1437,6,1,64.295833329999994,150239,-150.239341400000000,8/2/2009 0:00:00,2009,1071,60,0,0,1177,CLEAR CREEK,1968,95730.199999999997000,11/1/1968 0:00:00,1968/11/01 14:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Digitized from 1974 Landsat image P78 R15 and 1979 Landsat image P77 R15.  Northern end of fire burned over in 1974.  Exact northern boundary unknown.,26136,No,Yes, , , ,Z83, , , , ,0.000000000000000,94000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.199999999999990, , ,FED, ,7/23/1968 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,LIGHTNING, , , ,0.071486353000000,2.245354062000000,1,MintoFlatsS
22,22,2_+13781+3084,0, , , , , ,15, ,0,0,209,204, ,0, ,1,7, ,16,0, ,0, ,0,0,21,58,22,0,376,20, ,0,1,7,0,0,8,665,5,1,64.295833329999994,150220,-150.220127899999990,8/2/2009 0:00:00,2009,1198,59,0,0,259,Kantishna River,2009,31338.400000000001000,8/5/2009 0:00:00,2009/08/05 03:00,31338.400000000001000, ,Image Analysis,Other, ,8/5/2009 0:00:00,FireHawk IR,32343,No,Yes,155, , ,EW8C,931155, , , ,0.000000000000000,31338.400000000001000,0,0,AFS,TAD,LIMITED,64.000000000000000,-150.500000000000000,Kantishna River B-1, ,STA,L&W,5/23/2009 0:00:00,2.000000000000000,5/23/2009 0:00:00,2.000000000000000,,9/25/2009 0:00:00, ,Black Spruce,Lightning - WFU,Lightning,0-25,East,0-500,0.023549541000000,1.151104939000000,1,MintoFlatsS
23,22,2_+13781+3084,0, , , , , ,15, ,0,0,209,204, ,0, ,1,7, ,16,0, ,0, ,0,0,21,58,22,0,376,20, ,0,1,7,0,0,8,665,5,1,64.295833329999994,150220,-150.220127899999990,8/2/2009 0:00:00,2009,1198,60,0,0,1177,CLEAR CREEK,1968,95730.199999999997000,11/1/1968 0:00:00,1968/11/01 14:00,0.000000000000000, ,Digitized,Image, ,3/7/2008 0:00:00,Digitized from 1974 Landsat image P78 R15 and 1979 Landsat image P77 R15.  Northern end of fire burned over in 1974.  Exact northern boundary unknown.,26136,No,Yes, , , ,Z83, , , , ,0.000000000000000,94000.000000000000000,0,0, ,FAI, ,64.000000000000000,-150.199999999999990, , ,FED, ,7/23/1968 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,LIGHTNING, , , ,0.071486353000000,2.245354062000000,1,MintoFlatsS
24,42,2_+13785+3084,131, , , , , ,0, ,0,0,56,0, ,0, ,0,0, ,2,0, ,0, ,0,0,17,2,1,0,733,1, ,0,0,0,6,7,9,3114,2,1,64.295833329999994,150143,-150.143274300000000,8/4/2009 0:00:00,2009,1210,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
25,49,2_+13786+3084,0, , , , , ,0, ,0,0,90,0, ,0, ,0,0, ,0,0, ,0, ,0,0,7,0,2,0,860,0, ,0,0,0,0,0,9,5381,2,1,64.295833329999994,150124,-150.124060800000000,8/4/2009 0:00:00,2009,1210,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
26,57,2_+13787+3084,0, , , , , ,0, ,0,0,140,0, ,0, ,0,0, ,35,0, ,0, ,0,0,5,0,5,0,775,3, ,0,0,0,0,0,9,5381,6,1,64.295833329999994,150104,-150.104847400000010,8/4/2009 0:00:00,2009,442,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
27,65,2_+13788+3084,0, , , , , ,0, ,0,0,99,0, ,0, ,0,0, ,51,0, ,0, ,0,0,1,1,3,0,760,47, ,0,0,0,0,0,9,4129,6,1,64.295833329999994,150085,-150.085634000000000,8/4/2009 0:00:00,2009,1149,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
28,72,2_+13789+3084,0, , , , , ,0, ,0,0,92,0, ,0, ,0,0, ,0,0, ,0, ,0,0,3,0,23,0,778,64, ,0,0,0,0,0,9,4129,6,1,64.295833329999994,150066,-150.066420599999990,8/4/2009 0:00:00,2009,1149,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
29,80,2_+13790+3084,0, , , , , ,59, ,0,12,257,41, ,0, ,1,12, ,90,0, ,0, ,0,0,6,64,14,2,353,47, ,0,0,0,0,0,9,3684,6,1,64.295833329999994,150047,-150.047207200000000,8/4/2009 0:00:00,2009,548,22,0,0,1518,Minto Flats South,2009,534911.000000000000000,8/12/2009 0:00:00,2009/08/12 23:45,534911.000000000000000,GIS, , , ,8/13/2009 0:00:00,Provided by IMT,32519,No,Yes,320, ,Railbelt Complex,E03X,911320,PNE03X, , ,0.000000000000000,517078.000000000000000,0,0,DOF,FAS,LIMITED,65.000000000000000,-149.500000000000000, , ,STA,REFU,6/21/2009 0:00:00,0.000000000000000,,0.000000000000000,,9/14/2009 0:00:00, , ,Lightning,Lightning, , , ,0.405256420000000,4.534903313000000,1,MintoFlatsS
