FID,name,year,acres,date,parentid
917,Smith Creek,2005,16976.2,6/28/2005 0:00,917
918,Little Mud #3,2005,1992.5,6/11/2005 0:00,918
919,Tsooktuihvun Lake,2003,6940.970215,7/22/2003 0:00,919
920,PILOT POINT,2005,3302,5/29/2005 0:00,920
921,Pah Flats,1999,6182.9,7/11/1999 0:00,921
922,Tik Hill,1987,3582.9,6/11/1987 0:00,922
923,FBK E 155,1987,2365.3,6/23/1987 0:00,923
924,Slate Cr,1987,2215.8,6/30/1987 0:00,924
925, ,2001,3259.2,6/26/2001 0:00,925
926,Colorado Creek,2002,81648.3,5/26/2002 0:00,926
927,Swift,2005,18609.8,6/27/2005 0:00,927
928,Okoklik Lake,2003,1101.9,6/24/2003 0:00,928
929,MHM S 40,1994,1088.5,8/17/1994 0:00,929
930,Monkey Girl,1996,37343.4,6/16/1996 0:00,930
931,BTT NE 47,1988,8609.2,6/15/1988 0:00,931
932,Rex Bridge,2003,1409.4,5/26/2003 0:00,932
933,Cottonwood,2002,6761.5,6/29/2002 0:00,933
934,GRANITE,1972,6066.2,7/13/1972 0:00,934
935,ISLAND LAKE,1970,2746.2,6/7/1970 0:00,935
936,CLEARWATER,1969,2203,6/20/1969 0:00,936
937,Tag River #1,2002,40028,7/19/2002 0:00,937
938,31061,1990,55041.9,7/10/1990 0:00,938
939,Beaver Creek,1999,13208,6/15/1999 0:00,939
940,Ketchem Creek,2002,5255.129883,8/3/2002 0:00,940
941,Fish Creek,2005,101585.6,6/16/2005 0:00,941
942,ROCKET 4,1957,174152.6,7/12/1957 0:00,942
943,ANDREAFSKY,1974,2521.5,6/26/1974 0:00,943
944,CIRCLE ISLAND,1969,5270.7,7/5/1969 0:00,944
945,BERGMAN CREEK,1972,25615.2,7/14/1972 0:00,945
946,Titna River,1996,2586.2,6/19/1996 0:00,946
947,AIN SSE 38,1977,11553.7,7/26/1977 0:00,947
948,KAWICH,1977,1642.4,7/16/1977 0:00,948
949,MULCHATNA,1954,93917.3,6/20/1954 0:00,949
950,TOZITNA,1954,573639,6/5/1954 0:00,950
951,20 MILE,1954,16227.5,6/4/1954 0:00,951
952,Torgny,2000,1377.3,6/13/2000 0:00,952
953,Salmon Trout,1999,2403.4,6/19/1999 0:00,953
954,N. Fork Dag,1999,3348.1,7/14/1999 0:00,954
955,Gukhzna Creek,1999,1637.1,7/16/1999 0:00,955
956,Kivalina River,1999,3781.2,6/27/1999 0:00,956
957,Squirrel Creek,2005,19344.6,7/26/2005 0:00,957
958,Survey Line,2001,112106.8,6/20/2001 0:00,958
959,Bullion Creek,2004,15563.1,7/3/2004 0:00,959
960,Tors,2004,30408.6,7/17/2004 0:00,960
961,John Hansen Lake,2002,25748.3,7/20/2002 0:00,961
962,Mission Creek,2005,33655.3,7/21/2005 0:00,962
963,BUCK MTN.,1997,5058.9,7/21/1997 0:00,963
964,North Fork,2002,31323.5,7/17/2002 0:00,964
965,Lost Twenty,2002,15177.3,8/19/2002 0:00,965
966,DENNIS,1990,79841.1,7/1/1990 0:00,966
967,BEAVER MER,1990,13163.9,7/1/1990 0:00,967
968,Tractor Trail,2001,3256.6,6/23/2001 0:00,968
969,Deer Creek,2004,103092.3,6/15/2004 0:00,969
970,John Hansen Creek,2002,25732,6/6/2002 0:00,970
971,Aggie 2,2004,3324.9,7/19/2004 0:00,971
972,Salmon Fork,2005,236701.5,7/19/2005 0:00,972
973,IOWA CREEK,1971,15208.6,6/23/1971 0:00,973
974,SHEKLUK,1971,7830.8,6/23/1971 0:00,974
975,Hochandoctla,1996,4074.4,6/18/1996 0:00,975
976,MHM N 25,1991,1688.1,7/3/1991 0:00,976
977,Circ Mountain,1996,37533,6/18/1996 0:00,977
978,GAL NW 63,1996,1085.2,6/19/1996 0:00,978
979,Grand Creek,2002,3775.860107,7/18/2002 0:00,979
980,WHITE CREEK,1969,69387.1,6/24/1969 0:00,980
981,Toklat 2,2010,38368.7,6/4/2010 0:00,981
982,Grayling Fork,2004,48305.9,6/26/2004 0:00,982
983,Pass Creek,2003,3645.6,6/29/2003 0:00,983
984,Big Girstle River,1947,5178.7,6/22/1947 0:00,984
985,Little Big Creek,2007,17717.4,7/8/2007 0:00,985
986,Crazy,2004,52055.7,7/4/2004 0:00,986
987,Island Lake,2005,1449.9,5/10/2005 0:00,987
988,Ft. Hamlin,1999,5184.1,7/12/1999 0:00,988
989,Change,2005,11641.3,6/11/2005 0:00,989
990,AHKUTA,1974,13883.5,6/26/1974 0:00,990
991,Hurst,2004,1128.5,7/15/2004 0:00,991
992,Chandalar Creek,2004,4061.4,8/25/2004 0:00,992
993,Glacier Creek,2004,7129.5,8/14/2004 0:00,993
994,Clawanmenka Lake,2004,108579.7,7/6/2004 0:00,994
995,Oregon Creek,2004,8656.3,7/15/2004 0:00,995
996,CENTRAL W-10,1957,49701.7,8/11/1957 0:00,996
997,NINETY EIGHT,1969,49143.1,6/21/1969 0:00,997
998,MISSILE,1966,43843.1,8/8/1966 0:00,998
999,Titnuk Creek,1997,68990.6,6/24/1997 0:00,999
1000,TIMBER CREEK,1997,27678.6,7/4/1997 0:00,1000
1001,Sheenjek,2003,25227.9,6/27/2003 0:00,1001
1002,Mastadon Fish,1996,5765.6,6/17/1996 0:00,1002
1003,Porcupine,1946,2161.7,7/11/1946 0:00,1003
1004,ROUNDABOUT MT,1972,4849,7/13/1972 0:00,1004
1005,531018,1985,55043.6,7/25/1985 0:00,1005
1006,832032,1988,209360.2,6/15/1988 0:00,1006
1007,832143,1988,26892.8,7/12/1988 0:00,1007
1008,Lake Clark,1948,12352.4,6/20/1948 0:00,1008
1009,INNOKO,1974,6538.6,7/4/1974 0:00,1009
1010,FOX HILLS,1972,3577.9,7/8/1972 0:00,1010
1011,SWINGING DOME,1969,26594.1,6/28/1969 0:00,1011
1012,King County Creek,2005,10135.1,6/26/2005 0:00,1012
1013,TETLIN,1996,6593.3,6/7/1996 0:00,1013
1014,Oklahoma,1997,2549.2,6/13/1997 0:00,1014
1015,East Fork,1997,16352.3,7/2/1997 0:00,1015
1016,BTT SE 47,1977,66621.6,7/24/1977 0:00,1016
1017,Nowitna,1954,62010.8,6/5/1954 0:00,1017
1018,LADUE RIVER,1990,4895,7/5/1990 0:00,1018
1019,BTT SW 60,1991,3552.6,6/22/1991 0:00,1019
1020,NULATO S-10,1956,149923.4,6/20/1956 0:00,1020
1021,Big Sitdown Creek 2,2005,11621.4,6/12/2005 0:00,1021
1022,Big Mud,2003,39183.3,6/22/2003 0:00,1022
1023,Runt Fork,2004,24120.5,7/6/2004 0:00,1023
1024,Lower Mouth,2004,87412.8,7/7/2004 0:00,1024
1025,Pingo,2004,403993.3,6/15/2004 0:00,1025
1026,TAL N 52,1991,1249,6/6/1991 0:00,1026
1027,HSL N 48,1991,3377.6,6/6/1991 0:00,1027
1028,132239,1991,1770.6,6/8/1991 0:00,1028
1029,Zane Pass,2005,2430.9,6/16/2005 0:00,1029
1030,Big Bend,2004,1572,7/17/2004 0:00,1030
1031,WEST FORK CHENA,2002,22272,5/23/2002 0:00,1031
1032,Boney Creek,2005,62562.6,6/16/2005 0:00,1032
1033,Fox Creek,2005,25532.7,7/11/2005 0:00,1033
1034,Aropuk,2002,19322,6/18/2002 0:00,1034
1035,Hodzana River,2004,163238.8,8/12/2004 0:00,1035
1036,Kalskag,2002,4113.8,5/19/2002 0:00,1036
1037,Vinasale,2002,189705.4,5/22/2002 0:00,1037
1038,Lone Mtn.,2005,13471,6/15/2005 0:00,1038
1039,Swinging Dome,1989,26596.4,7/2/1989 0:00,1039
1040,Moser Bay,1997,14852.9,4/16/1997 0:00,1040
1041,Big Creek,1997,44241.6,7/3/1997 0:00,1041
1042,BEAR LAKE,1990,1618.5,7/6/1990 0:00,1042
1043,NORTH FORK,1990,1623.9,7/4/1990 0:00,1043
1044,Dry Creek,2005,1638.7,6/15/2005 0:00,1044
1045,Dulbi South,2005,3432.6,8/13/2005 0:00,1045
1046,Caribou,2005,11387.5,8/8/2005 0:00,1046
1047,Tommy Lake,2004,3879.8,6/18/2004 0:00,1047
1048,East Fork Koyuk,2004,3309.1,7/15/2004 0:00,1048
1049,King Creek,2004,40599.2,6/22/2004 0:00,1049
1050,Camp Creek,2004,179599.1,6/23/2004 0:00,1050
1051,Alatna Hills,2005,6232.5,7/7/2005 0:00,1051
1052,Gardiner Creek,2004,125739.1,6/17/2004 0:00,1052
1053,Reindeer,2002,226822.9,7/17/2002 0:00,1053
1054,Lake Todatonten,2004,12376.7,7/20/2004 0:00,1054
1055,GARDNER CR,1994,8978.5,8/7/1994 0:00,1055
1056,EAA SW 20,1994,2806.5,8/11/1994 0:00,1056
1057,Kandik River,2004,65990.3,6/17/2004 0:00,1057
1058,Waldren Fork,2002,7901.6,7/17/2002 0:00,1058
1059,Dishna,2005,26810,8/2/2005 0:00,1059
1060,Death Valley,2002,2163.071045,7/22/2002 0:00,1060
1061,Billy Creek,2004,463993.9,6/18/2004 0:00,1061
1062,Slow Creek,2002,11945.4,5/27/2002 0:00,1062
1063,Mission Creek,2005,1744.5,6/29/2005 0:00,1063
1064,Crooked Creek,1989,7673,7/2/1989 0:00,1064
1065,TIKCHIK,1997,5183,6/26/1997 0:00,1065
1066,Grass Lake,2004,1419.9,9/10/2004 0:00,1066
1067,Boundary,2004,536526,6/13/2004 0:00,1067
1068,Bonanza Creek,2004,265915.8,6/28/2004 0:00,1068
1069,32038,1990,152789.3,7/2/1990 0:00,1069
1070,232412,1992,1081,7/19/1992 0:00,1070
1071,32035,1990,1409.5,7/2/1990 0:00,1071
1072,T-Lake,2004,1751.4,6/20/2004 0:00,1072
1073,Crazy,2002,1596.6,7/18/2002 0:00,1073
1074,Wild Lake,2005,2919.5,6/18/2005 0:00,1074
1075,North Bonanza,2005,190942.3,6/16/2005 0:00,1075
1076,Eddy Creek,2001,1792.6,6/25/2001 0:00,1076
1077,LICK CREEK,1994,8546.9,6/15/1994 0:00,1077
1078,132407,1991,4457.5,6/23/1991 0:00,1078
1079,131408,1991,5963.1,6/23/1991 0:00,1079
1080,432333,1994,1041.2,6/15/1994 0:00,1080
1081,BREAST,1997,6386.8,7/6/1997 0:00,1081
1082,Mud Fork,2004,33951.4,7/19/2004 0:00,1082
1083,North Fork Innoko,2004,2515.6,7/20/2004 0:00,1083
1084,John Herberts Village,2005,17092.9,7/25/2005 0:00,1084
1085,731015,1987,4057.9,7/6/1987 0:00,1085
1086,KYU NNW 40,1987,1552.9,7/8/1987 0:00,1086
1087,American Summit,2004,11727.8,6/15/2004 0:00,1087
1088,Upper Tatlawiksuk,2005,29154.6,6/26/2005 0:00,1088
1089,Myrtle Creek,2004,6270.9,7/19/2004 0:00,1089
1090,Page,2005,1097.9,7/31/2005 0:00,1090
1091, ,2001,84784.1,6/20/2001 0:00,1091
1092,Dall City,2004,483280.2,7/6/2004 0:00,1092
1093,Khotol River,2002,50807.3,7/17/2002 0:00,1093
1094,Tatalina 2,2004,3442.4,7/18/2004 0:00,1094
1095,FYU NE 96,1987,7228.9,7/11/1987 0:00,1095
1096,31044,1990,41989.2,7/2/1990 0:00,1096
1097,EAA SW 37,1994,1151.1,8/11/1994 0:00,1097
1098,Slokhenjikh Creek,2004,1407.5,6/12/2004 0:00,1098
1099,Tatalina,2004,16025.4,7/17/2004 0:00,1099
1100,Stringo Lakes,2002,8577.209961,7/31/2002 0:00,1100
1101,Bitzshtini Mountain,2005,3094.4,6/17/2005 0:00,1101
1102,Fanny Mountain,2005,25803,8/15/2005 0:00,1102
1103,Tag River #4,2002,1311.410034,7/19/2002 0:00,1103
1104,Ammerman Mountain,2004,19814.5,7/5/2004 0:00,1104
1105,Fossil Creek,2005,6382.3,6/16/2005 0:00,1105
1106,Irish Channel,2005,1078.9,7/6/2005 0:00,1106
1107,Mud Fire 731349,1997,24092.6,6/21/1997 0:00,1107
1108,FYU SE 65,1990,7454.1,6/27/1990 0:00,1108
1109,32039,1990,4853,7/3/1990 0:00,1109
1110,Lockwood,1997,6698.7,7/4/1997 0:00,1110
1111,ILIAMNA,2003,5460.390137,5/23/2003 0:00,1111
1112,Glacier Creek,2005,33065,8/15/2005 0:00,1112
1113,Holtnaka,2002,23031.5,7/17/2002 0:00,1113
1114,Sulukna River,2005,2349.7,6/17/2005 0:00,1114
1115,HSL SW 10,1990,2328.4,7/2/1990 0:00,1115
1116,Tag River,2003,2881.830078,6/18/2003 0:00,1116
1117,Little Delta,2007,31562.8,4/29/2007 0:00,1117
1118,Cornucopia Creek,2003,52912.84,6/29/2003 0:00,1118
1119,Hoholitna,2002,1902.7,6/22/2002 0:00,1119
1120,Bolgen Creek,2004,201894.4,7/11/2004 0:00,1120
1121,Big Rock Mountain,2002,6247.2,7/23/2002 0:00,1121
1122,Tracy Ave.,2005,5403,4/29/2005 0:00,1122
1123,Long Creek,2002,74926.1,7/21/2002 0:00,1123
1124,TAL S 54,1993,1279.4,6/6/1993 0:00,1124
1125,West Buttons,2005,3401,6/30/2005 0:00,1125
1126,Cliff Creek,2004,6352.2,7/15/2004 0:00,1126
1127,Stone Creek,2005,18654.9,6/15/2005 0:00,1127
1128,Middle Birch Creek,2004,30294.1,6/14/2004 0:00,1128
1129,Lake Snohomish,2004,21719,8/10/2004 0:00,1129
1130,Toklat 2,2005,3022.4,8/12/2005 0:00,1130
1131,Stony,2005,3153.9,6/16/2005 0:00,1131
1132,Discovery Creek,2004,1669.2,9/5/2004 0:00,1132
1133,Mud Fork II,2004,6946.4,8/9/2004 0:00,1133
1134,Sheenjek,2002,17932.2,6/6/2002 0:00,1134
1135,Ray River,2005,97306.9,6/16/2005 0:00,1135
1136,Anomaly,2004,19667.3,6/29/2004 0:00,1136
1137,Herron River,2005,3652.7,6/14/2005 0:00,1137
1138,CHINIKLIK,1997,3195.7,7/19/1997 0:00,1138
1139,32042,1990,131906.8,7/2/1990 0:00,1139
1140,Kitalitna Creek,2005,1839,5/29/2005 0:00,1140
1141,DCK E 65,1991,21460.3,6/24/1991 0:00,1141
1142,FYU E 76,1994,31030.6,7/29/1994 0:00,1142
1143,Hodzana River,2005,26710.4,6/12/2005 0:00,1143
1144,Grayling Creek,2005,45930.4,7/30/2005 0:00,1144
1145,Black Water,2005,1605.4,7/25/2005 0:00,1145
1146,MANY LAKES,1997,52879,7/21/1997 0:00,1146
1147,232266,1992,4401.4,6/19/1992 0:00,1147
1148,Big Bluff,2004,1544.2,7/21/2004 0:00,1148
1149,832002,1988,7202.9,4/16/1988 0:00,1149
1150,GAL N 35,1988,2774,5/29/1988 0:00,1150
1151,FYU W 35,1994,14490.7,7/1/1994 0:00,1151
1152,CEM NE 20,1991,56431.3,6/23/1991 0:00,1152
1153,OSKAWALIK,1997,2410.9,7/19/1997 0:00,1153
1154,George,2005,58737.5,7/31/2005 0:00,1154
1155,Minto 1,2004,9951.9,8/12/2004 0:00,1155
1156,Bear Creek,2004,4065.9,7/22/2004 0:00,1156
1157,TRAIL,1997,15325.5,6/27/1997 0:00,1157
1158,Goblet Creek,2002,3890.969971,7/20/2002 0:00,1158
1159,Susulatna,2002,11880.5,5/26/2002 0:00,1159
1160,Moly,1991,5764.6,6/29/1991 0:00,1160
1161,531021,1985,4270.2,7/28/1985 0:00,1161
1162,Cross,1991,14125.3,6/29/1991 0:00,1162
1163,BONNIE,1990,39691.7,7/4/1990 0:00,1163
1164,Hodzana River,2007,18049.1,5/22/2007 0:00,1164
1165,414007,1984,1128.5,6/9/1984 0:00,1165
1166,SAND CREEK,2003,49816.2,6/14/2003 0:00,1166
1167,Chekhechunnjik Creek,2005,18554.4,7/25/2005 0:00,1167
1168,Sulukna,2002,30369.9,6/4/2002 0:00,1168
1169,832061,1988,8044.8,7/6/1988 0:00,1169
1170,804027,1988,7219.7,7/11/1988 0:00,1170
1171,831023,1988,148858.2,7/12/1988 0:00,1171
1172,832076,1988,3943.7,7/12/1988 0:00,1172
1173,31051,1990,18172.2,7/17/1990 0:00,1173
1174,Toklat,2005,1737.1,6/16/2005 0:00,1174
1175,Louis Lake,2004,22192.6,7/16/2004 0:00,1175
1176,Michigan I,1996,1306.8,6/16/1996 0:00,1176
1177,CLEAR CREEK,1968,95730.2,7/23/1968 0:00,1177
1178,332248,1993,38200.9,6/4/1993 0:00,1178
1179,KURTI FLATS,1972,27730.1,7/15/1972 0:00,1179
1180,JUNCTION,1971,5310.7,6/6/1971 0:00,1180
1181,COMA,1972,11332.5,7/24/1972 0:00,1181
1182,GEORGETOWN,1972,8391.9,7/8/1972 0:00,1182
1183,31045,1990,4013.6,7/3/1990 0:00,1183
1184,132306,1991,1352.9,6/18/1991 0:00,1184
1185,Hillbilly Lake,1996,16454,5/10/1996 0:00,1185
1186,Big Waldren,2002,11401.9,6/19/2002 0:00,1186
1187,Hat Lie Lakes,2004,29679.4,7/26/2004 0:00,1187
1188,Cache,2004,4864.1,6/9/2004 0:00,1188
1189,Kocacho #2,2002,25184.4,7/23/2002 0:00,1189
1190,Windy,2002,69524.2,7/17/2002 0:00,1190
1191,Kink,1999,92000.4,6/12/1999 0:00,1191
1192,TAL NW 35,1990,12925.7,7/2/1990 0:00,1192
1193,CEM SW 50,1992,3447.8,6/29/1992 0:00,1193
1194,CEM NW 42,1992,4519.6,7/2/1992 0:00,1194
1195,CEM NW 45,1992,4592.5,7/2/1992 0:00,1195
1196,FYU E 75,1992,2494.8,8/2/1992 0:00,1196
1197,BTT S 48,1992,29376.8,6/23/1992 0:00,1197
1198,Galickson,1991,9682.6,6/23/1991 0:00,1198
1199,Nation River #2,1950,2273.1,7/24/1950 0:00,1199
1200,Box River,2000,5532.7,6/25/2000 0:00,1200
1201,REDLAND LAKE,1968,23764.3,7/23/1968 0:00,1201
1202,GAL NE 50,1991,6725.9,6/28/1991 0:00,1202
1203,SOUTH FORK NULATO RIVER,1957,51893.5,6/14/1957 0:00,1203
1204,McCORMICK ROAD HOUSE W-14,1954,7859.7,6/6/1954 0:00,1204
1205,Big Mud,2002,39859.1,6/8/2002 0:00,1205
1206,GAL NE 30,1991,11118.4,9/2/1991 0:00,1206
1207,TOLSTOI,1990,3787.9,7/1/1990 0:00,1207
1208,MINNIE,1990,1063.9,7/2/1990 0:00,1208
1209,TODATONTIN,1969,131852.6,6/19/1969 0:00,1209
1210,AUGUS,1977,264488.4,7/16/1977 0:00,1210
1211,TWIN ISLAND,1972,5244.2,7/13/1972 0:00,1211
1212,Telsitna #2,2005,1508.2,7/8/2005 0:00,1212
1213,BIRCH HILL,1990,138510.2,7/4/1990 0:00,1213
1214,MHM N 46,1991,7013.8,7/3/1991 0:00,1214
1215,31037,1990,3324,7/3/1990 0:00,1215
1216,BTT W 77,1990,1823.2,7/3/1990 0:00,1216
1217,South Coleen,2007,1736.8,7/10/2007 0:00,1217
1218,Old Dummy,2005,232187.3,6/16/2005 0:00,1218
1219,332554,1993,12658,7/14/1993 0:00,1219
1220,PORCUPINE,1993,4650.3,7/16/1993 0:00,1220
1221,FYUSE35,1993,4904.5,7/17/1993 0:00,1221
1222,Raven Ridge,2007,2074.7,7/1/2007 0:00,1222
1223,Tok River,2003,5595.4,5/27/2003 0:00,1223
1224,Willow Creek,2004,6936.9,8/8/2004 0:00,1224
1225,Ambler River,2002,1037.459961,7/17/2002 0:00,1225
1226,Albert Creek,2003,1547.300049,6/17/2003 0:00,1226
1227,HARRY,1985,2424.5,8/3/1985 0:00,1227
1228,631039,1986,5570.1,7/9/1986 0:00,1228
1229,TIMBER,1993,13962.7,5/30/1993 0:00,1229
1230,HUS NW 30,1984,2942.2,6/17/1984 0:00,1230
1231,TAL NE 36,1984,2402,6/19/1984 0:00,1231
1232,DISCOVERY,1993,25286.9,6/2/1993 0:00,1232
1233,Hatdolitna Hills,2007,2179.8,7/9/2007 0:00,1233
1234,GMT ESE 42,1977,63240.4,7/24/1977 0:00,1234
1235,Chitanana River,1950,3429.3,7/11/1950 0:00,1235
1236,Fort Yukon #2,1950,2006.2,7/17/1950 0:00,1236
1237,Spirit Lake,2000,97270.8,6/10/2000 0:00,1237
1238,Beaver Creek,2005,164732.4,6/20/2005 0:00,1238
1239,East Fork Hills,2004,1486,7/22/2004 0:00,1239
1240,Koness River,2006,9725.4,6/15/2006 0:00,1240
1241,PRETTY GRIM,1968,20920.8,7/26/1968 0:00,1241
1242,HURTEN,1968,1717.1,7/25/1968 0:00,1242
1243,GOBLIN,1968,2465,7/26/1968 0:00,1243
1244,KUDOS,1968,6097.8,7/29/1968 0:00,1244
1245,MOTHER,1968,1986.3,7/28/1968 0:00,1245
1246,Hot Springs Creek 1,2007,4706.3,7/6/2007 0:00,1246
1247,532391,1995,2926.2,7/29/1995 0:00,1247
1248,Glacier,1999,2341.7,7/28/1999 0:00,1248
1249,TOLSTOI,1955,2746.1,5/6/1955 0:00,1249
1250,Marten Island,2007,2317.8,6/4/2007 0:00,1250
1251,531047,1985,91939.3,8/6/1985 0:00,1251
1252,531049,1985,1499.2,8/7/1985 0:00,1252
1253,TAL N 25,1991,12464,7/1/1991 0:00,1253
1254,Tract 12,1984,3046.6,6/22/1984 0:00,1254
1255,WAY UP N #2,1985,1880.3,8/9/1985 0:00,1255
1256,Soda,1991,5736.9,6/30/1991 0:00,1256
1257,GRANITE MTN,1960,41541.8,6/8/1960 0:00,1257
1258,LAKE,1969,3232.4,7/1/1969 0:00,1258
1259,CIRCLE 6 NE,1975,1387.1,6/8/1975 0:00,1259
1260,Wall Street,2004,89279.5,6/22/2004 0:00,1260
1261,Goiter Fire,2005,9800.8,6/17/2005 0:00,1261
1262,Forty and 1/2 mile creek,2007,2225.2,7/20/2007 0:00,1262
1263,S.W. Butte,1950,17531.4,6/23/1950 0:00,1263
1264,SALCHA MILITARY,1966,47777.6,7/10/1966 0:00,1264
1265,KAIYUH,1965,1281,6/29/1965 0:00,1265
1266,HOLY CROSS E-32,1962,1236.8,7/19/1962 0:00,1266
1267,OPHIR N-12,1962,1135,7/19/1962 0:00,1267
1268,GAL N 38,1990,65086.6,7/2/1990 0:00,1268
1269,CIK SE 30,1990,1511.1,7/18/1990 0:00,1269
1270,ALAGNAK,1990,1732.8,7/19/1990 0:00,1270
1271,Nine Mile,1997,1281.3,7/3/1997 0:00,1271
1272,PEACE RIVER,1997,2783.2,7/22/1997 0:00,1272
1273,BTT SW 61,1990,2534.1,7/7/1990 0:00,1273
1274,TAL NE 50,1990,17627.2,7/7/1990 0:00,1274
1275,31042,1990,1466.2,7/7/1990 0:00,1275
1276,WHERE,1990,20484.6,7/3/1990 0:00,1276
1277,Caribou,1986,3491.5,6/30/1986 0:00,1277
1278,Kuka,2007,2399.3,7/5/2007 0:00,1278
1279,CLEAR FORK,1990,46194.3,7/4/1990 0:00,1279
1280,Hess Creek/731444,1997,1367.2,7/1/1997 0:00,1280
1281,Big Bend,2007,2939.7,7/9/2007 0:00,1281
1282,Runt Creek,2007,9807.2,7/9/2007 0:00,1282
1283,Big Mountain,2007,2709,7/9/2007 0:00,1283
1284,MOOSE CRK,1990,150750.4,7/6/1990 0:00,1284
1285,32033,1990,27096.3,7/3/1990 0:00,1285
1286,Birch,1999,20186.9,6/15/1999 0:00,1286
1287,Tolovana Flats,2000,3644.7,6/14/2000 0:00,1287
1288,Beaver Trail Fire,1950,43564.4,7/21/1950 0:00,1288
1289,GLACIER CREEK,1968,1238.9,7/24/1968 0:00,1289
1290,LAWSON CREEK,1968,34359,7/23/1968 0:00,1290
1291,Chitanatala Mountains,2005,35670.4,8/9/2005 0:00,1291
1292,132241,1991,89427.6,6/9/1991 0:00,1292
1293,132242,1991,10180.8,6/9/1991 0:00,1293
1294,Waldren,1991,12557.4,6/30/1991 0:00,1294
1295,LEWIS,1971,18105.9,6/28/1971 0:00,1295
1296,NOKO I,1977,1380.9,7/11/1977 0:00,1296
1297,KOYUK #1,1956,12655.7,6/21/1956 0:00,1297
1298,CACHE MOUNTAIN,1955,2798.8,7/25/1955 0:00,1298
1299,Fort Hamlin Hills,2004,98279.1,6/15/2004 0:00,1299
1300,Wood River,1999,7736.2,6/18/1999 0:00,1300
1301,OTZ NE 40,1977,24513,7/24/1977 0:00,1301
1302,BTT W 47,1977,1848.8,7/16/1977 0:00,1302
1303,PEPYS,1968,5111.4,7/29/1968 0:00,1303
1304,Davis,1946,4006.8,6/3/1946 0:00,1304
1305,HOYLE,1990,30200.6,7/4/1990 0:00,1305
1306,DEVILS ELBOW W-16,1962,2304,7/19/1962 0:00,1306
1307,CHRISTMAS MTN,1960,2529.7,5/19/1960 0:00,1307
1308,VENETIE S15,1954,56858,7/1/1954 0:00,1308
1309,Boundary 40 mile #2,1950,1222,7/24/1950 0:00,1309
1310,MURPHY DOME W-5,1958,22065.8,7/3/1958 0:00,1310
1311,HILL 1224,1957,155471.2,6/22/1957 0:00,1311
1312,BIRCHES SW-10,1957,1642.8,7/28/1957 0:00,1312
1313,WOLF MT. N-10,1957,15471.7,7/28/1957 0:00,1313
1314,Taksleksluk North,2006,4016.6,7/7/2006 0:00,1314
1315,Otter Creek,2005,3098.6,8/3/2005 0:00,1315
1316,Rapid Creek,1986,4587.9,6/15/1986 0:00,1316
1317,WILD,2000,4635.7,6/9/2000 0:00,1317
1318,Hadweenzic,2003,192474.7,6/24/2003 0:00,1318
1319,Grant Dome,2005,4668.8,7/26/2005 0:00,1319
1320,NORTH HORN,2006,2732.1,7/6/2006 0:00,1320
1321,Holly Lakes,2005,9672.2,6/16/2005 0:00,1321
1322,MADISON CREEK,1972,1670.5,7/14/1972 0:00,1322
1323,ANTLER,1972,1712.8,7/15/1972 0:00,1323
1324,Tetthajik,1999,9420.5,6/18/1999 0:00,1324
1325,CLEARWATER#1,1995,2348.1,5/3/1995 0:00,1325
