FID,FID_mxd14a,index,class11,class12,class21,class2197,class22,class23,class2600,class2601,class2602,class2603,class2604,class2605,class2606,class2607,class2608,class2609,class2610,class2611,class2612,class2631,class2633,class2634,class2635,class2636,class2740,class2745,class2751,class2753,class2757,class2763,class2773,class2776,class2777,class2782,class2786,class2793,class31,FireMask,MaxFRP,QA,count,latitude,longID,longitude,newdate,year,sample,FID_inters,FID_StudyF,Id,FID_firePe,FireName,FireYear,CalcAcres,PerimDate,PerimTime,AgencyAcre,Method,Source,SrcMethod,SrcClass,EditDate,Comments,FIREID,Final,LATESTPERI,Record_,FalseAlarm,Complex,AFSFire_,DOFFire_,USFSFire_,AddFire_,Prescribed,EstCost,EstAcres,StrThreat,StrBurned,MgmID,MgmOffId,MgmOption,Latitude_1,Longitud_1,MapName,NearestWX,OriginOwn,OriginUnit,DiscDate,DiscSize,IADate,IASize,CntrlDate,OutDate,InitBehave,PrimFuel,GenCause,SpecCause,Slope,Aspect,Elevation,AREA,LEN,junk,Region
10,545,2_+14223+2918,20, , ,0, , ,68, ,0,32,210,165,0, ,0,1,43,0, ,0, ,0,0,0,0,17,135,3,54,42,19,0, ,39,89,3,20,8,75,5,1,65.679166660000007,149256,-149.256940899999990,8/4/2005 0:00:00,2005,726,127,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
11,545,2_+14223+2918,20, , ,0, , ,68, ,0,32,210,165,0, ,0,1,43,0, ,0, ,0,0,0,0,17,135,3,54,42,19,0, ,39,89,3,20,8,75,5,1,65.679166660000007,149256,-149.256940899999990,8/4/2005 0:00:00,2005,726,128,0,0,1480,132376,1991,55978.300000000003000,11/1/1991 0:00:00,1991/11/01 10:00,0.000000000000000, , , , ,4/17/2007 0:00:00,Fire perimeter imported from fire history.,23408, ,Yes, , , ,B376,132376,P02376, , ,0.000000000000000,49906.000000000000000,0,0,AFS,TAD,MODIFIED,66.000000000000000,-149.300000000000010, , ,BLM,KOD,6/22/1991 0:00:00,0.000000000000000,,0.000000000000000,,8/21/1991 0:00:00, , , ,LIGHTNING, , , ,0.044093720000000,1.304385156000000,1,FishCreek
12,567,2_+14224+2918,16, , ,0, , ,49, ,0,67,235,213,0, ,0,1,4,1, ,0, ,0,0,0,0,21,116,0,43,27,16,0, ,25,116,4,8,8,451,2,1,65.679166660000007,149236,-149.236706700000010,8/14/2005 0:00:00,2005,1260,127,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
13,567,2_+14224+2918,16, , ,0, , ,49, ,0,67,235,213,0, ,0,1,4,1, ,0, ,0,0,0,0,21,116,0,43,27,16,0, ,25,116,4,8,8,451,2,1,65.679166660000007,149236,-149.236706700000010,8/14/2005 0:00:00,2005,1260,128,0,0,1480,132376,1991,55978.300000000003000,11/1/1991 0:00:00,1991/11/01 10:00,0.000000000000000, , , , ,4/17/2007 0:00:00,Fire perimeter imported from fire history.,23408, ,Yes, , , ,B376,132376,P02376, , ,0.000000000000000,49906.000000000000000,0,0,AFS,TAD,MODIFIED,66.000000000000000,-149.300000000000010, , ,BLM,KOD,6/22/1991 0:00:00,0.000000000000000,,0.000000000000000,,8/21/1991 0:00:00, , , ,LIGHTNING, , , ,0.044093720000000,1.304385156000000,1,FishCreek
14,589,2_+14225+2918,9, , ,0, , ,127, ,1,23,225,200,0, ,0,2,8,1,2,0, ,0,0,0,0,7,77,0,55,12,45,0, ,12,154,0,3,8,440,2,1,65.679166660000007,149216,-149.216472600000000,8/14/2005 0:00:00,2005,1272,127,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
15,589,2_+14225+2918,9, , ,0, , ,127, ,1,23,225,200,0, ,0,2,8,1,2,0, ,0,0,0,0,7,77,0,55,12,45,0, ,12,154,0,3,8,440,2,1,65.679166660000007,149216,-149.216472600000000,8/14/2005 0:00:00,2005,1272,128,0,0,1480,132376,1991,55978.300000000003000,11/1/1991 0:00:00,1991/11/01 10:00,0.000000000000000, , , , ,4/17/2007 0:00:00,Fire perimeter imported from fire history.,23408, ,Yes, , , ,B376,132376,P02376, , ,0.000000000000000,49906.000000000000000,0,0,AFS,TAD,MODIFIED,66.000000000000000,-149.300000000000010, , ,BLM,KOD,6/22/1991 0:00:00,0.000000000000000,,0.000000000000000,,8/21/1991 0:00:00, , , ,LIGHTNING, , , ,0.044093720000000,1.304385156000000,1,FishCreek
16,644,2_+14228+2917,0, , ,0, , ,33, ,7,122,146,525,0, ,0,18,11,2,18,0, ,0,0,0,0,3,5,0,2,0,0,0, ,2,63,0,0,9,401,6,1,65.687499990000006,149203,-149.203787299999990,8/9/2005 0:00:00,2005,682,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
17,644,2_+14228+2917,0, , ,0, , ,33, ,7,122,146,525,0, ,0,18,11,2,18,0, ,0,0,0,0,3,5,0,2,0,0,0, ,2,63,0,0,9,401,6,1,65.687499990000006,149203,-149.203787299999990,8/9/2005 0:00:00,2005,682,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
18,661,2_+14229+2917,0, , ,0,13, ,56, ,7,180,152,428,0, ,0,47,0,0,1,0, ,0,0,0,0,0,20,0,0,3,0,0, ,4,48,0,0,9,355,6,1,65.687499990000006,149183,-149.183546600000000,8/10/2005 0:00:00,2005,879,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
19,661,2_+14229+2917,0, , ,0,13, ,56, ,7,180,152,428,0, ,0,47,0,0,1,0, ,0,0,0,0,0,20,0,0,3,0,0, ,4,48,0,0,9,355,6,1,65.687499990000006,149183,-149.183546600000000,8/10/2005 0:00:00,2005,879,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
20,677,2_+14230+2917,1, , ,0,18, ,66, ,33,113,354,281,0, ,0,29,0,0, ,0, ,0,0,0,0,0,21,0,0,1,0,0, ,1,48,0,0,9,244,6,1,65.687499990000006,149163,-149.163306000000010,8/4/2005 0:00:00,2005,428,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
21,677,2_+14230+2917,1, , ,0,18, ,66, ,33,113,354,281,0, ,0,29,0,0, ,0, ,0,0,0,0,0,21,0,0,1,0,0, ,1,48,0,0,9,244,6,1,65.687499990000006,149163,-149.163306000000010,8/4/2005 0:00:00,2005,428,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
22,660,2_+14229+2916,5, , ,0, , ,186, ,10,108,286,137,0, ,0,7,10,1,37,0, ,0,0,0,0,2,2,0,13,0,1,0, ,0,159,0,0,8,1503,6,1,65.695833329999999,149231,-149.231591200000000,7/28/2005 0:00:00,2005,1250,9,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
23,676,2_+14230+2916,1, , ,0,62, ,167, ,36,93,221,91,0, ,0,70,11,0,37,0, ,0,0,0,0,0,4,0,1,0,0,0, ,0,162,0,0,8,1503,6,1,65.695833329999999,149211,-149.211344099999990,7/28/2005 0:00:00,2005,1250,9,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
24,696,2_+14231+2916,0, , ,0,37, ,123, ,69,138,196,109,0, ,0,173,0,0,16,0, ,0,0,0,0,0,9,0,0,1,9,0, ,0,77,0,0,8,1235,6,1,65.695833329999999,149191,-149.191096899999990,7/28/2005 0:00:00,2005,1250,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
25,696,2_+14231+2916,0, , ,0,37, ,123, ,69,138,196,109,0, ,0,173,0,0,16,0, ,0,0,0,0,0,9,0,0,1,9,0, ,0,77,0,0,8,1235,6,1,65.695833329999999,149191,-149.191096899999990,7/28/2005 0:00:00,2005,1250,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
26,713,2_+14232+2916,1, , ,0,25, ,78, ,120,114,333,99,0, ,0,64,0,0,1,0, ,0,0,0,0,0,0,0,0,2,3,0, ,7,118,0,0,8,1399,6,1,65.695833329999999,149170,-149.170849800000010,7/28/2005 0:00:00,2005,1229,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
27,713,2_+14232+2916,1, , ,0,25, ,78, ,120,114,333,99,0, ,0,64,0,0,1,0, ,0,0,0,0,0,0,0,0,2,3,0, ,7,118,0,0,8,1399,6,1,65.695833329999999,149170,-149.170849800000010,7/28/2005 0:00:00,2005,1229,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
28,729,2_+14233+2916,0, , ,0, , ,113, ,73,142,412,117,0, ,0,5,0,0,11,0, ,0,0,0,0,0,4,0,0,0,0,0, ,6,81,0,0,8,2130,5,1,65.695833329999999,149150,-149.150602600000010,7/29/2005 0:00:00,2005,942,129,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
29,729,2_+14233+2916,0, , ,0, , ,113, ,73,142,412,117,0, ,0,5,0,0,11,0, ,0,0,0,0,0,4,0,0,0,0,0, ,6,81,0,0,8,2130,5,1,65.695833329999999,149150,-149.150602600000010,7/29/2005 0:00:00,2005,942,130,0,0,1569,ROGERS,1967,28675.000000000000000,11/1/1967 0:00:00,1967/11/01 08:00,0.000000000000000, ,Digitized,Image, ,2/27/2008 0:00:00,Perimeter modified from 1974 Landsat image P77 R14.,26156,No,Yes, , , ,Y85, , , , ,0.000000000000000,15000.000000000000000,0,0, ,FAI, ,66.000000000000000,-148.900000000000010, , ,FED, ,6/16/1967 0:00:00,0.000000000000000,,0.000000000000000,,, , , ,L, , , ,0.022680654000000,1.409733437000000,1,FishCreek
30,675,2_+14230+2915,1, , ,0, , ,155, ,49,53,254,40,0, ,0,0,14,0, ,0, ,0,0,0,0,2,64,0,7,0,17,0, ,0,307,0,0,8,723,6,1,65.704166659999999,149259,-149.259416200000000,8/8/2005 0:00:00,2005,1213,9,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
31,695,2_+14231+2915,0, , ,0, , ,94, ,28,148,434,50,0, ,0,0,21,0,20,0, ,0,0,0,0,2,7,0,0,1,0,0, ,0,156,0,0,8,509,2,1,65.704166659999999,149239,-149.239162499999990,7/28/2005 0:00:00,2005,505,9,0,0,941,Fish Creek,2005,101585.600000000010000,8/23/2005 0:00:00,2005/08/23 06:00,0.000000000000000, , , , ,4/19/2007 0:00:00,Firehawk Update,2618, ,Yes,269, , ,BUV3,531269, , , ,0.000000000000000,117747.700000000000000,0,0,AFS,UYD,LIMITED,66.000000000000000,-148.800000000000010,Livengood D-4, ,STA,L&W,6/16/2005 0:00:00,0.000000000000000,,0.000000000000000,9/26/2005 0:00:00,9/26/2005 0:00:00,Creeping, ,Lightning,Lightning, , , ,0.080522134000000,2.790286637000000,1,FishCreek
